item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
MLARMAYG500,"MAY-GRUNWALD, solution, 500 ml, btl.",18,34,17,10.404,2.4,yes
MLARMAYGK,MAY-GRUNWALD KIT for White Blood Cell differentiation,0,0,0,10.1,2,yes
MLARMETHA1L,"METHANOL GR for analysis ACS, ISO, Ph Eur, 1L",33.5,18,18,10.854,2.6,yes
MLARMTBLP50,"METHYLENE BLUE, powder, 50g btl.",0,0,0,2.2,0.5,yes
MLARMTBLS50,"METHYLENE BLUE, solution, 500 ml, btl.",18,34,17,10.404,2.4,yes
MLARPHNLC25,"CRISTALLISED PHENOL, 250 g.",0,0,0,2.1,0.5,yes
MLARPHPAW4B,"PAPER pH, 'WHATMAN UNIVERSAL', pH 1-14, box 100 pcs",0,0,0,0.06,0.1,yes
MLARPOHYP25,"POTASSIUM HYDROXIDE, pellets, 250 g, btl.",0,0,0,10.1,0.5,yes
MLARSCARP50,"SODIUM CARBONATE, anhydrous, powder, 500 g, btl.",0,0,0,10.1,2,yes
MLARSMETP50,"SODIUM METABISULFITE, powder, 500 g, btl.",0,0,0,10.1,2,yes
MLARTRICC25,"TRICHLOROACETIC ACID, crystalline, 250 g, btl.",0,0,0,2.1,0.5,yes
MLARTURKW10,"TURK SOLUTION, for wbc count, 500 ml, btl.",17,34,17,10.1,2,yes
MLARXYLE1L,"XYLENE GR for analysis ACS,ISO,Reag. Ph Eur, 1L",18,34,17,10.404,3.4,yes
MLASAPPWW2,"APPLICATOR STICK, 200 mm, wood, without cotton",0,0,0,0.02665,0.009,yes
MLASCTSTS,"COTTON STICK, sterile",0,0,0,0.0068,0.0009,yes
MLASCUPSSP12,"SPECIMEN CUP,125 ml,plastic,with cover,for sputum",0,0,0,0.145,0.009,yes
MLASCUPSST6,"SPECIMEN CUP, 60 ml, plastic, with cover, for stool",0.0066,0.0117,0.0066,0.145,0.009,yes
MLASCUPSST6S,"SPECIMEN CUP, 60ml, plastic, with cover and spoon, for stool",0,0,0,0.145,0.009,yes
MLASESRSR,"ESR, rack for tubes, 'Sediplast ', pce",19,5,4,0.38,0.06,yes
MLASESRSTP,"ESR-, citrated tubes and graduated pipettes, 'Sediplast', pc",0,0,0,0.0345,0.0113,yes
MLASFILMM1A,"FILM ADHESIVE FOR MICROPLATE, thickness 1 mm, pce",0,0,0,0.003,0.0022,yes
MLASFILTW11,"FILTER, PAPER, Whatman, No 1, diam. 150 mm - unplied",0,0,0,0.0064,0.002,yes
MLASLANC1D,"LANCET, sterile, disposable",0,0,0,0.001379,0.0005,yes
MLASPENCCG1,"PENCIL CHINOGRAPH, pce",0,0,0,0.013,0.006,yes
MLASPIPTGP15,"PIPETTE PASTEUR,150 mm lenght,non sterile, glass, disposable",21,6.5,16,0.0192,0.004,yes
MLASPIPTPB3,"PIPETTE, with bulb, plastic, 3 ml",16,1,1,0.0184,0.0012,yes
MLASPLATM9U,"PLATE MICROTITRATION, 96 wells, round bottom, non-sterile",0,0,0,0.22,0.043,yes
MLASSLIDM72,"SLIDE, 76 x 26 mm, for microscopy",0,0,0,0.002598,0.005,yes
MLASSLIPC22,"COVER SLIP, 22 x 22 mm",0,0,0,0.000375,0.0003,yes
MLASSLIPC52,"COVER SLIP, 50 x 25 mm",0,0,0,0.084,0.05,yes
MLASTIPSB210,"PIPETTE TIP, 'BLUE', 200-1000 mcl",48,6,26,0.011,0.001,yes
MLASTIPSY12,"PIPETTE TIP, 'YELLOW', 1-200 mcl",5,1,1,0.005,0.0003,yes
MLASTUBE5C,"TUBE, 5ml, polypropylene, with cap, sterile",58,24,40,0.03,0.0032,yes
MLASTUBEB2E,"TUBE, BLOOD COLLECTION, 2.5 ml, with EDTA, polystyrene",0,0,0,0.027216,0.0037,yes
MLASTUBEC16C10,"TUBE, CULTURE,diam.16mm, L.100mm glass,w/ screw cap, autocl.",0,0,0,0.0272,0.0037,yes
MLASTUBEC18C18,"TUBE CULTURE,diam.18mm, L.180mm glass,w/ screw cap, autocl.",37,12,20,0.078,0.04,yes
MLASTUBECRY18,"CRYOTUBES, polypropylene, sterile 1.8ml",19,3,19,0.02,0.002,yes
MLASTUBEH75,"TUBE, CAPILLARY, MICRO-HAEMATOCRIT, 75 mm, heparinised",12,5,9,0.032,0.03,yes
MLASTUBETS,"TUBE, WITH SWAB, for transport, sterile",0,0,0,0.078,0.0055,yes
MLASVABSTED7,"BLOOD SAMPLING, TUBE VACUUM, , EDTA, P.E.T., 7ml",28,7,11,0.024,0.006,yes
MLASVABSTSE7,"BLOOD SAMPLING, TUBE VACUUM, SERUM, P.E.T., 5ml",17.5,9,17,0.024,0.006,yes
MLASWAXH,"WAX FOR HAEMATOCRIT, pce",12.5,3.5,9,0.064,0.038,yes
MMREAPSUD15,"APRON, plastic, disposable, 150 cm long",0,0,0,0.0395,0.517,yes
MMREBAGPD6,"BAG, 6 x 8 cm, for drugs, plastic",0,0,0,0.002016,0.0007,yes
MMREBLADPSA,"BLADE, for oscillating plaster saw",6.5,0.1,6.5,0.0042,0.128,yes
MMREBLADS10,"BLADE, SCALPEL, No 10, for handle No 3, sterile",0,0,0,0.00252,0.0016,yes
MMREBLADS11,"BLADE, SCALPEL, No 11, for handle No 3, sterile",0,0,0,0.00252,0.0015,yes
MMREBLADS15,"BLADE, SCALPEL, No 15, for handle No 3, sterile",0,0,0,0.00216,0.001,yes
MMREBLADS20,"BLADE, SCALPEL, No 20, for handle No 4, sterile",0,0,0,0.00189,0.0017,yes
MMREBRAI1,"BRACELET, IDENTIFICATION, supplementary feeding, blue",0,0,0,0.01078,0.003,yes
MMREBRAI2,"BRACELET, IDENTIFICATION, therapeutic feeding, red",28.5,11,14,0.0118,0.003,yes
MMRECAPSDS,"CAP, SURGICAL, non-woven, standard size, disposable",0,0,0,0.4375,0.017,yes
MMRECONDF,"CONDOM, FEMALE, polyurethane,lubricated, with 2 rings",12,1,8,0.096,0.0105,yes
MMRECONDM,"CONDOM, MALE, latex, lubricated, with reservoir",0,0,0,0.014275,0.0035,yes
MMREDSURD0506H,"DRAPE, SURGICAL, 50 x 60 cm, with hole, disposable, sterile",20,0.5,10,0.1,0.261,yes
MMREDSURD0709,"DRAPE, SURGICAL, 75 x 90 cm, disposable, sterile",29,30,13,11.31,1.8,yes
MMREDSURD0709A,"DRAPE, SURGICAL, adhesive, 75x90 cm, disposable, sterile",0,0,0,0,0,yes
MMREDSURD0915,"DRAPE, SURGICAL, 90 x 150 cm, disposable, sterile",0,0,0,21.315,2.15,yes
MMREDSURD1524,"DRAPE, SURGICAL, 150 x 240 cm, disposable, sterile",0,0,0,0.1128,0.025,yes
MMREDSURDCM,"DRAPE, SURGICAL, cover, Mayo, disposable, sterile",29,21,25,15.225,3.6,yes
MMREGLOVEL,"GLOVE, EXAMINATION, LATEX, non sterile, large (8-9)",0,0,0,0.02392,0.0089,yes
MMREGLOVEM,"GLOVE, EXAMINATION, LATEX, non sterile, medium (7-8)",0,0,0,0.02392,0.0075,yes
MMREGLOVES,"GLOVE, EXAMINATION, LATEX, non sterile, small (6-7)",20,6,11,1.32,0.5,yes
MMREGLOVEXL,"GLOVE, EXAMINATION, LATEX, non ste., extra-ext.large (10-11)",0,0,0,0,0,yes
MMREGLOVS60,"GLOVE, SURGICAL, size 6, sterile, pair",0,0,0,0.2001,0.0343,yes
MMREGLOVS65,"GLOVE, SURGICAL, size 6.5, sterile, pair",0,0,0,0.1827,0.0376,yes
MMREGLOVS70,"GLOVE, SURGICAL, size 7, sterile, pair",0,0,0,0.19488,0.0398,yes
MMREGLOVS75,"GLOVE, SURGICAL, size 7.5, sterile, pair",0,0,0,0.19488,0.0411,yes
MMREGLOVS80,"GLOVE, SURGICAL, size 8, sterile, pair",0,0,0,0.1827,0.0425,yes
MMREGLOVS85,"GLOVE, SURGICAL, size 8.5, sterile, pair",0,0,0,0.1827,0.0445,yes
MMREGLOVSE65,"GLOVE, OBSTETRICAL, size 6.5, elbow length, sterile, pair",0,0,0,0,0,yes
MMREGLOVSE75,"GLOVE, OBSTETRICAL, size 7.5, elbow length, sterile, pair",36,16,15,8.64,1.56,yes
MMREGLOVSE85,"GLOVE, OBSTETRICAL, size 8.5, elbow length, sterile, pair",0,0,0,0,0,yes
MMREGOWNSDL,"GOWN, SURGICAL, size L, disposable, sterile",18.5,28.5,4,2.109,0.15,yes
MMREGOWNSDM,"GOWN, SURGICAL, size M, disposable, sterile",0,0,0,0,0,yes
MMREGOWNSDS,"GOWN, SURGICAL, size S, disposable, sterile",0,0,0,0,0,yes
MMREGOWNSDXL,"GOWN, SURGICAL, size XL, disposable, sterile",25,4,17,1.7,0.16,yes
MMREGOWNSDXX,"GOWN, SURGICAL, size XXL, disposable, sterile",25,4,18,1.8,0.169,yes
MMREMASKP1,"MASK, PROTECTION, for TB programs, disposable",0,0,0,0.06864,0.0062,yes
MMREMASKS1V,"MASK, SURGICAL, type IIR, with shield, single use",0,0,0,0.20664,0.014,yes
MMREMASKSD1,"MASK, SURGICAL, standard size, type II, tie-on, single use",0,0,0,0.068,0.005,yes
MMRERAZOTHC,"RAZOR, T-shape handle, w/ comb/blade/protective cap, s.use",0,0,0,0.044,0.007,yes
MMRETODEW,"TONGUE DEPRESSOR, wood, non sterile",0,0,0,0.006912,0.0028,yes
MSNSABSB0R3,"ABS, BRAID. VI, 0 US/3.5 E, 90 cm, n. 1/2-36.4 mm round, 346",0,0,0,0.028,0.0046,yes
MSNSABSB1R3,"ABS, BRAID. VI, 1 US/4 E, 90 cm, n. 1/2-39.9 mm round, 359",0,0,0,0.028,0.005,yes
MSNSABSB20R2,"ABS, BRAID. VI, 2-0 US/3 E, 90 cm, n. 1/2-25.9 mm round, 243",0,0,0,0.028,0.005,yes
MSNSABSB2R4,"ABS, BRAID. VI, 2 US/5 E, 90 cm, n. 1/2-48 mm round, 372",13.5,6.3,11.8,1.0036,0.2,yes
MSNSABSB2RL,"ABS, BRAID. VI, 2 US/5 E, 75 cm, n. 3/8-85 mm r., liver",0,0,0,0.042,0.007,yes
MSNSABSB30R1,"ABS, BRAID. VI, 3-0 US/2 E, 70 cm, n. 1/2-18.5 mm round,2150",0,0,0,0.035,0.0042,yes
MSNSABSB30R2,"ABS, BRAID. VI, 3-0 US/2 E, 70 cm, n. 1/2-21.8 mm round, 311",0,0,0,0.028,0.0046,yes
MSNSABSB40R1,"ABS, BRAID. VI, 4-0 US/2 E, 70 cm, n. 1/2-18.5 mm round,2140",0,0,0,0.035,0.0042,yes
MSNSABSB60DS1,"ABS, BRAID. VI, 6-0 US/0.7E, 45cm, dbl n.1/4-8.5mm, spa.,670",13.5,6.2,6,0.5022,0.07,yes
MSNSABSBL0,"ABS, BRAID. VI, LIGATURE 0 US/3.5 E, 140 cm, ref. 616",0,0,0,0.032667,0.0043,yes
MSNSABSBL20,"ABS, BRAID. VI, LIGATURE 2-0 US/3 E, 140 cm, ref. 615",0,0,0,0.032667,0.0042,yes
MSNSABSBL30,"ABS, BRAID. VI, LIGATURE 3-0 US/2 E, 140 cm, ref. 614",0,0,0,0.032667,0.0042,yes
MSNSLIGU2,"LIGATURE, UMBILICAL, 100mx3mm, non sterile, roll for 500 lig",7.6,6,7.6,0.3466,0.12,yes
MSNSNABM0C2,"NON ABS, MONO PP, 0 US/3.5 E, 45 cm, n. 3/8-29.9 mm cut,7920",0,0,0,0.035,0.0065,yes
MSNSNABM20C2,"NON ABS, MONO PP, 2-0 US/3 E, 75 cm, n. 3/8-29.9 mm cut,7697",0,0,0,0.032667,0.0065,yes
MSNSNABM20R1,"NON ABS, MONO PP, 2-0 US/3 E, 75cm, n. 1/2-26 mm round, 8833",0,0,0,0.027,3.944,yes
MSNSNABM30C2,"NON ABS, MONO PP, 3-0 US/2 E, 75 cm, n. 3/8-24.3 mm cut,7694",0,0,0,0.035,0.0064,yes
MSNSNABM40C1,"NON ABS, M. PP, 4-0 US/1.5 E, 75 cm, n. 3/8-18.7 mm cut,7150",0,0,0,0.035,0.0064,yes
MSNSNABM50DRV,"NON ABS, M. PP, 5-0 US/1 E, 75 cm, double n. r., vasc., 8710",0,0,0,0.035,0.0064,yes
MSTECONRP15.5,"CONTROL, SPOT, TST (T°-steam-time), 121°C/15mm, adhesive",31,8,22,5.456,0.043,yes
MSTECONRS20,"CONTROL STRIP, TST (T°-steam-time),121°-20mn/134°-7mn, adhe.",16,3,5,0.2723,0.125,yes
MSTEPAPE9S,"PAPER, STERILIZATION, 60gr/m2, 90x90cm, crepe, sheet",0,0,0,0.204,0.053,yes
MSTETAUT1,"TAPE, AUTOCLAVE, 19 mm x 50 m",0,0,0,0.394875,0.1146,yes
MXRADEVLG12,"DEVELOPER, 2,5 liters bottle, for autom. processor Curix 60",16,23,8,2.944,0.1146,yes
MXRADEVLP22,"DEVELOPER, powder, for 22.5 litres",0,0,0,2.904,3,yes
MXRAENVEL,"ENVELOPE, for X-RAY FILM, until 35x43 cm, Large, kraft",0,0,0,0.097344,0.0352,yes
MXRAFILMG1824,"X-RAY FILM, 18 cm x 24 cm, green sensitive",0,0,0,0.0208,0.0124,yes
MXRAFILMG2430,"X-RAY FILM, 24 cm x 30 cm, green sensitive",0,0,0,0.036,0.026,yes
MXRAFILMG3040,"X-RAY FILM, 30 cm x 40 cm, green sensitive",0,0,0,0.045,0.036,yes
MXRAFILMG3543,"X-RAY FILM, 35 cm x 43 cm, green sensitive",0,0,0,0.05,0.043,yes
MXRAFIXEG18,"FIXER, 2,5 liters bottle, for automatic processor Curix 60",17,8,8,0.05,0.043,yes
MXRAFIXEP22,"FIXER, powder, for 22.5 litres",0,0,0,3.519,3.28,yes
OCPOELBOERA,"ELBOW ARTICULATION, for prostheses, terra colour, adult",34,9,17,5.202,0.5,yes
OCPOELBOKIA,"ELBOW ARTICULATION, for prosthesis, beige colour, adult",34,7,9,2.142,0.5,yes
OCPOELBOLIA,"ELBOW ARTICULATION, for prosthesis, olive colour, adult",34,7,8.5,2.023,0.5,yes
OCPOFOOTER21L,"FOOT, terra colour, size 21, left",21,7,7,1.8,0.6,yes
OCPOFOOTER21R,"FOOT, terra colour, size 21, right",21,7,7,1.8,0.6,yes
OCPOFOOTER28L,"FOOT, terra colour, size 28, left",40,45,30,2.4,0.605,yes
OCPOFOOTER28R,"FOOT, terra colour, size 28, right",28,9,9,2.4,0.85,yes
OCPOFOOTERLS21L,"FOOT for LONG STUMP, Terra colour, 21 cm, left",21,8,8,1.344,0.4,yes
OCPOFOOTERLS21R,"FOOT for LONG STUMP, Terra colour, 21 cm, right",21,8,8,1.344,0.4,yes
OCPOFOOTERLS25L,"FOOT for LONG STUMP, Terra colour, 25 cm, left",40,43,30,51.6,13.1,yes
OCPOFOOTERLS25R,"FOOT for LONG STUMP, Terra colour, 25 cm, right",40,43,30,51.6,13.1,yes
OCPOFOOTLI21L,"FOOT, olive colour, size 21, left",22,6,8,1.8,0.5,yes
OCPOFOOTLI21R,"FOOT, olive colour, size 21, right",22,6,8,1.8,0.5,yes
OCPOFOOTLI28L,"FOOT, olive colour, size 28, left",27,10,7,2.4,0.8,yes
OCPOFOOTLI28R,"FOOT, olive colour, size 28, right",28,9,9,2.4,0.8,yes
OCPOFOOTLILS21L,"FOOT for LONG STUMP, Olive colour, 21 cm, left",40,43,30,51.6,9.25,yes
OCPOFOOTLILS21R,"FOOT for LONG STUMP, Olive colour, 21 cm, right",40,43,30,51.6,9.25,yes
OCPOFOOTLILS25L,"FOOT for LONG STUMP, Olive colour, 25 cm, left",40,43,30,51.6,13.1,yes
OCPOFOOTLILS25R,"FOOT for LONG STUMP, Olive colour, 25 cm, right",40,43,30,51.6,13.1,yes
OCPOHOOKAL,"HOOK, stainless steel, adult, left",14.5,7,7,0.7105,0.207,yes
OCPOHOOKAR,"HOOK, stainless steel, adult, right",14.5,7,7,0.7105,0.207,yes
OCPOHOOKRT,"(hook) WORKING RING TOOL, stainless steel",9.5,3.5,6.5,0.2161,0.8,yes
OCPOKNEEB16DL05,"ORTHOSIS DROP-LOCK, 16mm, child, CRE-mod.2005, pair",70,2.5,2.5,0.4375,0.7,yes
OCPOKNEEB16SL05,"ORTHOSIS SWISS-LOCK, 16mm, child, CRE-mod.2005, pair",70,1,5,0.35,0.8,yes
OCPOKNEEB20DL05,"ORTHOSIS DROP-LOCK, 20mm, adult, CRE-mod.2005, pair",80,1.5,7.5,0.9,1.15,yes
OCPOKNEEB20SL05,"ORTHOSIS SWISS-LOCK, 20mm, adult, CRE-mod.2005, pair",80,2.5,2,0.4,1.2,yes
OCPOKNEEBD2005,"(orthosis drop-lock + swiss-lock) SCREW for mod. 2005, child",8,2,9,0.144,0.08,yes
OCPOKNEEBD2005A,"(orthosis drop-lock + swiss-lock) SCREW for mod. 2005, adult",12,1.5,10,0.18,0.08,yes
OCPOKNEEERML,"KNEE-JOINT, terra colour, medium, left",48,10,18,3.6,0.9,yes
OCPOKNEEERMR,"KNEE-JOINT, terra colour, medium, right",48,10,18,3.6,0.9,yes
OCPOKNEEERSL,"KNEE-JOINT, terra colour, small, left",37,8,18,2.1,0.6,yes
OCPOKNEEERSR,"KNEE-JOINT, terra colour, small, right",37,8,18,2.1,0.6,yes
OCPOKNEEKIML,"KNEE-JOINT, beige colour, medium, left",48,9.5,9.5,4.332,0.84,yes
OCPOKNEEKIMR,"KNEE-JOINT, beige colour, medium, right",0,0,0,3.6,0.84,yes
OCPOKNEEKISL,"KNEE-JOINT, beige colour, small, left",37,9,9,2.997,0.6,yes
OCPOKNEEKISR,"KNEE-JOINT, beige colour, small, right",40,43,30,2.1,0.58,yes
OCPOKNEELIML,"KNEE-JOINT, olive colour, medium, left",48,9.5,9.5,4.332,0.84,yes
OCPOKNEELIMR,"KNEE-JOINT, olive colour, medium, right",48,9.5,9.5,4.332,0.84,yes
OCPOKNEELISL,"KNEE-JOINT, olive colour, small, left",37,8,18,2.1,0.6,yes
OCPOKNEELISR,"KNEE-JOINT, olive colour, small, right",37,8,18,2.1,0.6,yes
OCPOKNEESTOPM,"KNEE-JOINT, medium, stop bumper",13,1.7,11.5,0.2542,0.08,yes
OCPOKNEESTOPS,"KNEE-JOINT, small, stop bumper",12,1.5,8,0.144,0.04,yes
OCPOMODUTFA,"MODULE SYSTEM, for alignment trans femoral, adult size",19,8,8,2.12,0.6,yes
OCPOMODUTFC,"MODULE SYSTEM, for alignment trans femoral, child size",15,7,15,2.1,0.4,yes
OCPOMODUTFCA,"(module system) CONNECTOR, concave cylinder, sm knee/ad foot",11.5,5,5,0.2875,0.0747,yes
OCPOMODUTTA,"MODULE SYSTEM, for alignment trans tibial, adult size",14,6,14,2,0.5,yes
OCPOMODUTTC,"MODULE SYSTEM, for alignment trans tibial, child size",40,43,30,2,0.285,yes
OCPOMODUTTLA,"MODULE SYSTEM, for alignment trans tibial, adult long stump",40,43,30,2,0.285,yes
OCPOWRISERA,"WRIST UNIT, pp for upper limb, M10, terra colour, adult",8,1.7,9,0.1224,0.02,yes
OCPOWRISKIA,"WRIST UNIT, pp for upper limb, M10, beige colour, adult",9,1.7,9,0.1377,0.02,yes
OCPOWRISLIA,"WRIST UNIT, pp for upper limb, M10, olive colour, adult",8.5,2,8.5,0.1445,0.02,yes
OOMAALIGGJ,"ALIGNMENT JIG, for prosthese",166,34,40,225.76,77,yes
OOMAALIGMIM,"MANUAL ALIGNMENT VICE, for inserting concave cylinder",87,56,69,336.168,90,yes
OOMADUSTAS01,"DUST ASPIRATOR, for workshop without connecting kit",120,138,80,1600,162,yes
OOMAGRAN300,"GRANULATOR MACHINE, for PP scraps, typ GP 300 R180, 400V",150,167,110,2755.5,501,yes
OOMAMARP3000,"MARPOL BELT SANDER, 2 speeds,w.long con. axis,stand&tool kit",0,0,0,0,0,yes
OOMAMOULEC17,"MOULD, for 1 upper part, for elbow cructch, small L17cm",39.5,29,30,34.365,12.6,yes
OOMAMOULEC23,"MOULD, for 1 upper part, for elbow cructch, medium L 23cm",51,27,34,46.818,22,yes
OOMAMOULEC27,"MOULD, for 1 upper part, for elbow cructch, large L 27cm",51,27.5,34,47.685,23.5,yes
OOMAMOULTIPC,"MOULD, for 2 distal tips of cructh",34,27,27,24.786,8.5,yes
OOMAOPRECR75,"HYDRAULIC INJECTION MACHINE CR7500, 230/400V, 9.2A",212,118,110,2751.76,462,yes
OOMAOSAWOS01,"SAW, OCILLATING, electric, for plaster & plastic 230V, 180W",36,9,18,5.832,1.1,yes
OOMAOVENCR50G,"OVEN CR 5000 G 380V, with 2 resistances, teflon, spare-parts",143,98,129,2600,360,yes
OOMAOWELAIRT,"WELDER ""HOT AIR"", LEISTER TRIAC ""S"", 230V",55,20,15,10,2.1,yes
OOMAOWELIE15,"WELDING IRON, electrical 150W, curved nozzle, for PP plastic",42,5,7.5,1.575,0.5,yes
OOMAOWELMA01,"WELDING MACHINE, electric, Primus 210 E",0,0,0,0,50,yes
OOMAOWELPR06,"WELDING ""EXTRUDER "" Drader, model W30.000",47,12,37,20.868,2.7,yes
OOMAOWELPR28,"WELDING ""MIRROR"" Diam 280 mm",0,0,0,35,4.6,yes
OOMAVAPUCR10,"VACUUM PUMP CR 1000, with connection kit and 2 x CR8900",89,134,60,715.56,115,yes
OPHYEQUIBEQU,BENCH QUADRICEPS + accessories,0,0,0,0,0,yes
OPHYEQUIBESW,"BENCH, Swedish wooden",0,0,0,268,22.8,yes
OPHYEQUIBICY,"BICYCLE, fixed, mechanical",0,0,0,0,0,yes
OPHYEQUIMIRR,"MIRROR, square, mobile on wheels",0,0,0,222,29.5,yes
OPHYEQUIPARBA,"PARALLEL BARS, 4m, adjustable height and width",473,67,31,920,60,yes
OPHYEQUISTFR,"STANDING FRAME, adjustable height, with table",0,0,0,0,0,yes
OPHYEQUITATI,"TABLE TILT, adult (standing table), hydraulic manual",215,109,101,2366.935,142,yes
OPHYEQUIWABA,"WALL BARS, wooden",81,11,230,204.93,13.4,yes
OPHYGYMNBAL120,"GYMNASTIC BALL, 120 cm diametre",0,0,0,15,4.3,yes
OPHYGYMNBAL45,"GYMNASTIC Ball, 45 cm diametre",33.5,14,24,11.256,1.28,yes
OPHYGYMNBAL65,"GYMNASTIC Ball, 65 cm diametre",33.5,14,24,11.256,1.66,yes
OPHYGYMNBAL75,"GYMNASTIC BALL, 75 cm diametre",33.5,14,24,11.256,1.86,yes
OPHYGYMNBAL85,"GYMNASTIC BALL, 85 cm diametre",18,3,15,0.81,1.7,yes
OPHYGYMNBAL95,"GYMNASTIC BALL, 95 cm diametre",23,37,17,14.467,2.55,yes
OPHYGYMNBPUMP,PUMP with support for all balls + needle + end connector,20,4,4,0.32,0.05,yes
OPHYGYMNMAT180,"GYMNASTIC MAT, 180cm x 60cm x 1-1,5cm",175,1,56,9.8,1.6,yes
OPHYGYMNMAT200,"GYMNASTIC MAT, 200cm x 100cm x 2,5cm",202,2.3,100,46.46,6.7,yes
OPHYGYMNROL100,"ROLL, for exercise diam.30cm L100cm",101,31,31,97.061,2.2,yes
OPHYMEASSPIR,"SPIROMETER, portable",0,0,0,2.02,0.3,yes
OPHYPULYANKL,"(Pulley) ANKLE BOOT, vinyl",26,5,24,3.12,0.32,yes
OPHYPULYBAGSET,"(Pulley) SANDBAGS, set of 6 (0.5kg to 5kg) + fixation ring",0,0,0,0,0,yes
OPHYPULYCAGE,"GRID CAGE, pulleytherapy",0,0,0,0,0,yes
OPHYPULYCAGED,(pulley) DEMI CAGE 1x2m,0,0,0,0,0,yes
OPHYPULYHDLE,"(Pulley) HANDLE, with one ring",15,3,15,0.675,0.12,yes
OPHYPULYHOK5,"(Pulley) HOOK ""S"", size 5",5,0.5,3,0.0075,0.027,yes
OPHYPULYHOK7,"(Pulley) HOOK ""S"", size 7",6,0.7,4,0.0168,0.02,yes
OPHYPULYHOSN,"(Pulley) HOOK, snap",8,0.5,3,0.012,0.04,yes
OPHYPULYPULY,"(Pulley) PULLEY, with hook snap",15,3,6,0.27,0.12,yes
OPHYPULYSFLI,"SLING, fixation lower limb (vinyl)",30,1,13,0.39,0.16,yes
OPHYPULYSFTR,"SLING, fixation trunk(vinyl)",55,1,13,0.715,0.22,yes
OPHYPULYSSLI,"SLING, suspension, lower limb (vinyl)",61,1,13,0.793,0.18,yes
OPHYPULYSSTR,"SLING, suspension, trunk-pelvis",100,1,13,1.3,0.18,yes
OPHYREHABABO,"BALANCE BOARD, diam 40cm",40,3,40,4.8,1.04,yes
OPHYREHABAEX,"BALANCE EXERCISE TOP, rectangular, 40x50cm",45,7,30,9.45,1.7,yes
OPHYREHACUCY15,"CUSHION, cylindric, diametre 15cm, L 40-50cm",46,15,15,10.35,0.54,yes
OPHYREHACUHARO,"CUSHION, half-roll; 50x18x10cm",50,10,18,9,0.56,yes
OPHYREHACUMAS,"CUSHION, massage; 35x27x8cm",35,8,27,7.56,0.42,yes
OPHYREHACUNE,"CUSHION, neck, hourglass type",33,13,13,5.577,0.34,yes
OPHYREHACUWD15,"CUSHION, wedge shape 50x30x15cm",50,15,30,22.5,0.68,yes
OPHYREHACUWD30,"CUSHION, wedge shape 50x40x30cm",51,25,51,65.025,1.4,yes
OPHYREHADIG1,DIGIFLEX with 5 springs:  1.4kg,0,0,0,0,0,yes
OPHYREHADIGSET,DIGIFLEX with 5 springs: set of 5 strengths,20,8,11,1.76,0.45,yes
OPHYREHAEGGSET,"EGGSERCISER, set of 4 strengths",31,6,23,4.278,0.55,yes
OPHYREHAMEDB1,"MEDECINE BALL,1-1.5kg, leather",18,13,13,3.042,1,yes
OPHYREHAMEDB2,"MEDECINE BALL, 2kg, leather",20,20,20,8,2,yes
OPHYREHAMEDB3,"MEDECINE BALL, 3kg, leather",23,23,23,12.167,3,yes
OPHYREHAMEDB4,"MEDECINE BALL, 4kg, leather",0,0,0,22,4.1,yes
OPHYREHAMEDB5,"MEDECINE BALL, 5kg, leather",0,0,0,25,5.1,yes
OPHYREHAPOWE,"POWER WEB junior, set of 3, rubber",38,3,22,2.5,0.62,yes
OPHYREHAPUTET,"PUTTY, extra strong, 500g",12,7,12,1.008,0.44,yes
OPHYREHAPUTM,"PUTTY, medium, 500g",12,7,12,1.008,0.48,yes
OPHYREHAPUTSO,"PUTTY, soft, 500g",12,7,12,1.008,0.5,yes
OPHYREHAPUTST,"PUTTY, strong, 500g",12,7,12,1.008,0.5,yes
OPHYREHATRAM,"TRAMPOLIN, diam. 98cm",0,0,0,0,0,yes
OPHYTHCRCO1828,"COOL PACK, 18x28cm, vinyl cover",27,10,18,4.86,0.32,yes
OPHYTHCRCO2836,"COOL PACK, 28x36cm, vinyl cover",27,5,18,2.43,1.24,yes
OPHYTHCRCO3347,"COOL PACK, 33x47cm, vinyl cover",37,0.5,16,0.296,0.82,yes
OPHYTHCRCOCER,"COOL PACK, long cervical, 58cm, vinyl cover",47,0.5,20,0.47,1.14,yes
OPHYTHCRHO4525,"HOT PACK, 45x25cm",20,7,14,1.96,0.68,yes
OPHYTHCRHOCER,"HOT PACK, cervical;60cm",16,5,13,1.04,0.34,yes
RAGRTOOLAXE1,"AXE, without handle",0,0,0,0,0,yes
RAGRTOOLAXE2,"PICK-AXE, with handle",0,0,0,0,0,yes
RAGRTOOLHOE1,"HOE, head only, approx. 23x17cm, 1.4kg, forged carbon steel",0,0,0,1,1.4,yes
RAGRTOOLHOE3,"HOE, with long handle, large type",0,0,0,0,0,yes
RAGRTOOLMAC1,"MACHETTE, approx. length 500mm, wooden handle",0,0,0,1,0.65,yes
RAGRTOOLPITF,"PITCH FORK, 4 teeth, with handle",0,0,0,0,0,yes
RAGRTOOLRAKE1,"RAKE without handle, 12 teeth",0,0,0,0,0,yes
RAGRTOOLSHO2,"SHOVEL, round point with Y handle, total lenght approx.1m",0,0,0,0,0,yes
