"Name","Code","Country","L1","L2","L3","Lat","Lon","Image","URL"
"Hiwassee River near Macedonia","psyg1","US","Georgia",,,34.90583,-83.72222,"http://water.weather.gov/resources/hydrographs/psyg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=psyg1&hydro_type=2"
"Withlacoochee River near Quitman (US 84)","qutg1","US","Georgia",,,30.79306,-83.45361,"http://water.weather.gov/resources/hydrographs/qutg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=qutg1&hydro_type=2"
"Savannah River near Lake R B Russell nr Calhoun Falls","rbds1","US","Georgia",,,34.10111,-82.61806,"http://water.weather.gov/resources/hydrographs/rbds1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=rbds1&hydro_type=2"
"Pee Dee River near Rockingham","rckn7","US","Georgia",,,34.94583,-79.86972,"http://water.weather.gov/resources/hydrographs/rckn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=rckn7&hydro_type=2"
"Coosawattee River near Redbud","rdbg1","US","Georgia",,,34.56417,-84.83306,"http://water.weather.gov/resources/hydrographs/rdbg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rdbg1&hydro_type=2"
"Ohoopee River near Reidsville","redg1","US","Georgia",,,32.0775,-82.17667,"http://water.weather.gov/resources/hydrographs/redg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=redg1&hydro_type=2"
"Spring Creek near Reynoldsville St. Park (SR 253)","reyg1","US","Georgia",,,30.87056,-84.76167,"http://water.weather.gov/resources/hydrographs/reyg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=reyg1&hydro_type=2"
"Ogeechee River at Rocky Ford","rfdg1","US","Georgia",,,32.64917,-81.84083,"http://water.weather.gov/resources/hydrographs/rfdg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=rfdg1&hydro_type=2"
"Oostanaula River near North Rome","rgag1","US","Georgia",,,34.29833,-85.13806,"http://water.weather.gov/resources/hydrographs/rgag1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rgag1&hydro_type=2"
"Coosa River at Neely Henry Dam","rgla1","US","Georgia",,,33.78389,-86.05278,"http://water.weather.gov/resources/hydrographs/rgla1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=rgla1&hydro_type=2"
"Yellow River near Rocky Plains","rkyg1","US","Georgia",,,33.49972,-83.88417,"http://water.weather.gov/resources/hydrographs/rkyg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rkyg1&hydro_type=2"
"Etowah River at Rome GA 1 Loop","roeg1","US","Georgia",,,34.23222,-85.11694,"http://water.weather.gov/resources/hydrographs/roeg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=roeg1&hydro_type=2"
"French Broad River at Rosman","rosn7","US","Georgia",,,35.14167,-82.82472,"http://water.weather.gov/resources/hydrographs/rosn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=rosn7&hydro_type=2"
"Oostanaula River at Resaca","rscg1","US","Georgia",,,34.57722,-84.94194,"http://water.weather.gov/resources/hydrographs/rscg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rscg1&hydro_type=2"
"Oostanaula River at Rome","rtmg1","US","Georgia",,,34.26056,-85.17083,"http://water.weather.gov/resources/hydrographs/rtmg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rtmg1&hydro_type=2"
"Conecuh River at River Falls","rvfa1","US","Georgia",,,31.34806,-86.52944,"http://water.weather.gov/resources/hydrographs/rvfa1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=rvfa1&hydro_type=2"
"Chattahoochee River near Roswell","rwlg1","US","Georgia",,,33.98583,-84.31611,"http://water.weather.gov/resources/hydrographs/rwlg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rwlg1&hydro_type=2"
"Big Creek near Roswell","rwsg1","US","Georgia",,,34.0175,-84.35333,"http://water.weather.gov/resources/hydrographs/rwsg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=rwsg1&hydro_type=2"
"Congaree River at Sandy Run","sans1","US","Georgia",,,33.80889,-80.90194,"http://water.weather.gov/resources/hydrographs/sans1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=sans1&hydro_type=2"
"Locust Fork at Sayre","saya1","US","Georgia",,,33.70972,-86.98333,"http://water.weather.gov/resources/hydrographs/saya1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=saya1&hydro_type=2"
"Tennessee River near Scottsboro","scra1","US","Georgia",,,34.64361,-85.98028,"http://water.weather.gov/resources/hydrographs/scra1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=scra1&hydro_type=2"
"Alabama River at Selma","sela1","US","Georgia",,,32.40556,-87.01861,"http://water.weather.gov/resources/hydrographs/sela1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=sela1&hydro_type=2"
"Aldridge Creek at Sherwood Drive in Huntsville","shea1","US","Georgia",,,34.66417,-86.55417,"http://water.weather.gov/resources/hydrographs/shea1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=shea1&hydro_type=2"
"Duck River near Shelbyville","shvt1","US","Georgia",,,35.49694,-86.49917,"http://water.weather.gov/resources/hydrographs/shvt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=shvt1&hydro_type=2"
"St. Johns River at Jacksonville","sjlf1","US","Georgia",,,30.32222,-81.66556,"http://water.weather.gov/resources/hydrographs/sjlf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=sjlf1&hydro_type=2"
"West Fork Choctawhatchee River near Skipperville (SR 105)","skpa1","US","Georgia",,,31.575,-85.5,"http://water.weather.gov/resources/hydrographs/skpa1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=skpa1&hydro_type=2"
"Double Bridges Creek near Sellersville (CR 40)","slla1","US","Georgia",,,31.12972,-85.98417,"http://water.weather.gov/resources/hydrographs/slla1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=slla1&hydro_type=2"
"Oconee River at Lake Sinclair","sncg1","US","Georgia",,,33.14,-83.20306,"http://water.weather.gov/resources/hydrographs/sncg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sncg1&hydro_type=2"
"New River near Sumatra (CR 22)","snwf1","US","Georgia",,,30.03861,-84.84389,"http://water.weather.gov/resources/hydrographs/snwf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=snwf1&hydro_type=2"
"Sopchoppy River near Sopchoppy (FR 343)","sopf1","US","Georgia",,,30.12917,-84.49444,"http://water.weather.gov/resources/hydrographs/sopf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=sopf1&hydro_type=2"
"South River near Lithonia","soug1","US","Georgia",,,33.62972,-84.12861,"http://water.weather.gov/resources/hydrographs/soug1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=soug1&hydro_type=2"
"South River at Snapping Shoals","spgg1","US","Georgia",,,33.48444,-83.95806,"http://water.weather.gov/resources/hydrographs/spgg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=spgg1&hydro_type=2"
"Tennessee River at South Pittsburg","sptt1","US","Georgia",,,35.01139,-85.6975,"http://water.weather.gov/resources/hydrographs/sptt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=sptt1&hydro_type=2"
"Pea River near Samson (CR 52)","ssna1","US","Georgia",,,31.1125,-86.09944,"http://water.weather.gov/resources/hydrographs/ssna1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=ssna1&hydro_type=2"
"Alapaha River at Statenville","stng1","US","Georgia",,,30.70389,-83.03333,"http://water.weather.gov/resources/hydrographs/stng1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=stng1&hydro_type=2"
"Chattooga River near Summerville","sumg1","US","Georgia",,,34.4675,-85.33861,"http://water.weather.gov/resources/hydrographs/sumg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sumg1&hydro_type=2"
"Suwanee Creek near Suwanee","sweg1","US","Georgia",,,34.03222,-84.08944,"http://water.weather.gov/resources/hydrographs/sweg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sweg1&hydro_type=2"
"Telogia Creek near Bristol (SR 20)","telf1","US","Georgia",,,30.42639,-84.92778,"http://water.weather.gov/resources/hydrographs/telf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=telf1&hydro_type=2"
"Choctawhatchee River near Texasville (SR 131)","texa1","US","Georgia",,,31.75,-85.35833,"http://water.weather.gov/resources/hydrographs/texa1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=texa1&hydro_type=2"
"West Fork Tuckasegee River at Thorpe Dam","thpn7","US","Georgia",,,35.23333,-83.13333,"http://water.weather.gov/resources/hydrographs/thpn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=thpn7&hydro_type=2"
"Tuckasegee River at Bryson City","tksn7","US","Georgia",,,35.4275,-83.44694,"http://water.weather.gov/resources/hydrographs/tksn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tksn7&hydro_type=2"
"Tallapoosa River at Martin Dam","tlla1","US","Georgia",,,32.68,-85.91111,"http://water.weather.gov/resources/hydrographs/tlla1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=tlla1&hydro_type=2"
"Conasauga River near Tilton","tlng1","US","Georgia",,,34.66667,-84.92833,"http://water.weather.gov/resources/hydrographs/tlng1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=tlng1&hydro_type=2"
"Tellico River near Tellico Plains","tlrt1","US","Georgia",,,35.36194,-84.27917,"http://water.weather.gov/resources/hydrographs/tlrt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=tlrt1&hydro_type=2"
"Ochlockonee River near Thomasville (US 84)","tmlg1","US","Georgia",,,30.87556,-84.04556,"http://water.weather.gov/resources/hydrographs/tmlg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=tmlg1&hydro_type=2"
"Valley River at Tomotla","tmvn7","US","Georgia",,,35.13889,-83.98056,"http://water.weather.gov/resources/hydrographs/tmvn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=tmvn7&hydro_type=2"
"Aldridge Creek at Toney Drive in Huntsville","tona1","US","Georgia",,,34.69806,-86.55056,"http://water.weather.gov/resources/hydrographs/tona1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=tona1&hydro_type=2"
"Towaliga River near Juliette","towg1","US","Georgia",,,33.11472,-83.87056,"http://water.weather.gov/resources/hydrographs/towg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=towg1&hydro_type=2"
"Tusquittee Creek near Haynesville","tqcn7","US","Georgia",,,35.07583,-83.78222,"http://water.weather.gov/resources/hydrographs/tqcn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=tqcn7&hydro_type=2"
"Alabama River at Henry Lock and Dam","tyla1","US","Georgia",,,32.32222,-86.78389,"http://water.weather.gov/resources/hydrographs/tyla1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=tyla1&hydro_type=2"
"Upatoi Creek at Fort Benning","upag1","US","Georgia",,,32.41333,-84.82,"http://water.weather.gov/resources/hydrographs/upag1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=upag1&hydro_type=2"
"Withlacoochee River near Valdosta Foxborough (US 41)","vdrg1","US","Georgia",,,30.8925,-83.31889,"http://water.weather.gov/resources/hydrographs/vdrg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=vdrg1&hydro_type=2"
"Withlacoochee River above Valdosta (Skipper Bridge Rd)","vdsg1","US","Georgia",,,30.94722,-83.27278,"http://water.weather.gov/resources/hydrographs/vdsg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=vdsg1&hydro_type=2"
"Chattahoochee River at Vinings","ving1","US","Georgia",,,33.85889,-84.45417,"http://water.weather.gov/resources/hydrographs/ving1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ving1&hydro_type=2"
"Coosa River at Mitchell Dam","vrba1","US","Georgia",,,32.80556,-86.44556,"http://water.weather.gov/resources/hydrographs/vrba1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=vrba1&hydro_type=2"
"Holmes Creek at Vernon (SR 79)","vrnf1","US","Georgia",,,30.62639,-85.7125,"http://water.weather.gov/resources/hydrographs/vrnf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=vrnf1&hydro_type=2"
"Apalachicola River at Wewahitchka at Mile 44 (USACE)","wahf1","US","Georgia",,,30.13389,-85.14417,"http://water.weather.gov/resources/hydrographs/wahf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=wahf1&hydro_type=2"
"Wateree River at Wateree Dam","wats1","US","Georgia",,,34.33472,-80.70306,"http://water.weather.gov/resources/hydrographs/wats1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=wats1&hydro_type=2"
"West Chickamauga Creek near Fort Oglethorpe","wckg1","US","Georgia",,,34.95722,-85.20556,"http://water.weather.gov/resources/hydrographs/wckg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=wckg1&hydro_type=2"
"Tallapoosa River at Wadley","wdla1","US","Georgia",,,33.11667,-85.56083,"http://water.weather.gov/resources/hydrographs/wdla1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=wdla1&hydro_type=2"
"Oconee River at Lake Oconee","wdmg1","US","Georgia",,,33.35167,-83.16167,"http://water.weather.gov/resources/hydrographs/wdmg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=wdmg1&hydro_type=2"
"Apalachicola River at Woodruff Dam (USACE)","wdrf1","US","Georgia",,,30.70806,-84.86556,"http://water.weather.gov/resources/hydrographs/wdrf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=wdrf1&hydro_type=2"
"Paint Rock River near Woodville","wdva1","US","Georgia",,,34.62417,-86.30639,"http://water.weather.gov/resources/hydrographs/wdva1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=wdva1&hydro_type=2"
"Saluda River at West Pelzer","weps1","US","Georgia",,,34.64222,-82.45306,"http://water.weather.gov/resources/hydrographs/weps1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=weps1&hydro_type=2"
"Coosa River at Wetumpka","weta1","US","Georgia",,,32.53694,-86.20889,"http://water.weather.gov/resources/hydrographs/weta1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=weta1&hydro_type=2"
"Chattahoochee River at West Point Lake","wetg1","US","Georgia",,,32.91833,-85.18833,"http://water.weather.gov/resources/hydrographs/wetg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=wetg1&hydro_type=2"
"Tennessee River at Whitesburg","whia1","US","Georgia",,,34.57167,-86.55806,"http://water.weather.gov/resources/hydrographs/whia1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=whia1&hydro_type=2"
"Enoree River at Whitmire","whms1","US","Georgia",,,34.50917,-81.59833,"http://water.weather.gov/resources/hydrographs/whms1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=whms1&hydro_type=2"
"Chattahoochee River at Whitesburg","whtg1","US","Georgia",,,33.47694,-84.90111,"http://water.weather.gov/resources/hydrographs/whtg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=whtg1&hydro_type=2"
"Sequatchie River near Whitwell","whtt1","US","Georgia",,,35.20639,-85.49722,"http://water.weather.gov/resources/hydrographs/whtt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=whtt1&hydro_type=2"
"Coosa River at Jordan Dam","wpka1","US","Georgia",,,32.61889,-86.255,"http://water.weather.gov/resources/hydrographs/wpka1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=wpka1&hydro_type=2"
"Wartrace Creek at Wartrace","wrtt1","US","Georgia",,,35.52722,-86.34028,"http://water.weather.gov/resources/hydrographs/wrtt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=wrtt1&hydro_type=2"
"Suwannee River at White Springs","wspf1","US","Georgia",,,30.32556,-82.73833,"http://water.weather.gov/resources/hydrographs/wspf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=wspf1&hydro_type=2"
"Withlacoochee River near Madison (SR 6)","wtmf1","US","Georgia",,,30.48222,-83.24306,"http://water.weather.gov/resources/hydrographs/wtmf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=wtmf1&hydro_type=2"
"Little  River near Washington","wtng1","US","Georgia",,,33.61111,-82.74444,"http://water.weather.gov/resources/hydrographs/wtng1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=wtng1&hydro_type=2"
"Chattahoochee River at West Point","wtpg1","US","Georgia",,,32.88611,-85.18222,"http://water.weather.gov/resources/hydrographs/wtpg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=wtpg1&hydro_type=2"
"Apalachicola River at Mile 35","wwaf1","US","Georgia",,,30.08611,-85.13528,"http://water.weather.gov/resources/hydrographs/wwaf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=wwaf1&hydro_type=2"
"Flint River at Lake Blackshear","wwcg1","US","Georgia",,,31.84528,-83.94083,"http://water.weather.gov/resources/hydrographs/wwcg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=wwcg1&hydro_type=2"
"Yellow River at Florala","yela1","US","Georgia",,,31.16556,-86.73583,"http://water.weather.gov/resources/hydrographs/yela1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=yela1&hydro_type=2"
"Yellow River near Lithonia","ylog1","US","Georgia",,,33.73361,-84.06194,"http://water.weather.gov/resources/hydrographs/ylog1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ylog1&hydro_type=2"
