item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
KTVELCSWL95L,"KIT, TOYOTA PRADO WAGON 5 DOORS 3000CC DIESEL LEFT HD DRIVE",0,0,0,0,0,
KTVELCSWLHD,"KIT, 4x4 VEHICLE Station-Wagon, Left Hand Drive, complete",0,0,0,18450,2500,yes
KTVELCSWRHD,"KIT, 4x4 VEHICLE Station-Wagon, Right Hand Drive, complete",0,0,0,18450,2500,yes
KTVELCSWSP01,"KIT, SPARE PARTS, for Toyota Land Cruiser HZJ78 SW LHD",0,0,0,0,0,
KTVETOOLLC,"KIT, TOOL BOX for Land Cruiser, on board tool box",0,0,0,0.0723,7.35,yes
KTVETOOLLV,"KIT, TOOL BOX, for light vehicule maintenance and repair",0,0,0,0,0,yes
KTVETOOLTR,"KIT, TOOL BOX for truck mechanical workshop",59,51,36,108.324,87,yes
KTVETOOLWS,"KIT, TOOL BOX, for mechanical workshop",0,0,0,0,0,yes
KVETMISC01,Miscellaneous code for adding Group/Family to FSHQ item tree,0,0,0,0,0,
KWATDOSI01,"KIT, TREATMENT DOSER, suction side Kit",0,0,0,510,105,yes
KWATDOSI02,"KIT, TREATMENT DOSER, slow dissolve chlorine floating cont.",0,0,0,0,0,yes
KWATDOSI03,"KIT, TREATMENT DOSER, SANIKIT for HTH purification tab.",0,0,0,0,0,
KWATEMCYQ20,"KIT, WATHAB RAPID DEPLOYMENT, 2000 persons",0,0,0,0,0,
KWATEMCYQ50,"KIT, WATHAB RAPID DEPLOYMENT, 5000 persons",0,0,0,0,0,
KWATEMCYSAN20,"KIT, SANITATION RD, 2000 persons",0,0,0,0,0,
KWATEMCYSAN50,"KIT, SANITATION RD, 5000 persons",0,0,0,0,0,
KWATEMCYSHE20,"KIT, SHELTER RD, 2000 persons",0,0,0,0,0,
KWATEMCYSHE50,"KIT, SHELTER RD, 5000 persons",0,0,0,0,0,
KWATEMCYWS20,"KIT, WATER SUPPLY RD, 2000 persons",0,0,0,0,0,
KWATEMCYWS50,"KIT, WATER SUPPLY RD, 5000 persons",0,0,0,0,0,
KWATFITT01,"KIT, WATERTANK FITTINGS, for flexible Tank with 2"" outlets",30,20,15,9,8,
KWATFITT02,"KIT, WATERTANK FITTINGS, other system/tanker truck ADAPTORS",31,23,27,19.251,6,yes
KWATFITT04,"KIT, EMERGENCY, 4"" FITTINGS",80,51,60,244.8,228,
KWATFITT05,"KIT, CONNECTORS, for WatSan disaster response kits",0,0,0,0,0,
KWATGEOP01,"KIT, GEOPHYSICS, ""SCHLUMBERGER""",0,0,0,0,0,
KWATGEOP02,"KIT, OXFAM SURVEY AUGER KIT",0,0,0,0,0,
KWATMISC00,Miscellaneous code for adding Group/Family to FSHQ item tree,0,0,0,0,0,
KWATNEACAP18,"KIT, ADDITIONAL 180m PIPEWORK, water and sanit. ERU",0,0,0,0,0,
KWATNEACAS01,"KIT, ADAPTORS AND SPARES, water and sanit. ERU",0,0,0,0,0,
KWATNEACDP01,"KIT, DISTRIBUTION PIPEWORK, water and sanit. ERU",0,0,0,0,0,
KWATNEACK02F,"KIT 2, WATSAN DISASTER RESPONSE, filters, 2000 beneficiaries",0,0,0,0,0,yes
KWATNEACK02T,"KIT 2, WATSAN DISASTER RESPONSE, tablets, 2000 beneficiaries",0,0,0,10850,1420,yes
KWATNEACK05,"KIT 5, WATSAN DISASTER RESPONSE, 5000 beneficiaries",0,0,0,15000,3500,yes
KWATNEACK10,"KIT 10, WATSAN DISASTER RESPONSE, 10000 beneficiaries",0,0,0,30000,7000,yes
KWATNEACPP01,"KIT, PUMPING PIPEWORK, water and sanitation ERU",0,0,0,0,0,
KWATNEACWD01,"KIT, WATER DISTRIBUTION, 500m piping and accessories",0,0,0,0,0,
KWATPUMCERU1,"KIT, MOTOR PUMP, diesel, 2"", water and sanitation ERU",0,0,0,0,0,
KWATPUMCERU2,"KIT, MOTOR PUMP, diesel, lightweight, + PIPES",147,76,71,800,107,yes
KWATPUMCRW01,"KIT, MOTOR PUMP, raw water, petrol, 2"", 18m3/h at 15m",0,0,0,0,0,
KWATPUMCRW02,"KIT, MOTOR PUMP, raw water, diesel, 2"", 24m3/h at 20m",0,0,0,880,195,yes
KWATPUMCRW03,"KIT, MOTOR PUMP, raw water, diesel, 3"", 48m3/h at 25m",0,0,0,880,207,yes
KWATPUMCSL01,"KIT, MOTORPUMP, sludge, diaphragm, diesel, 4"", 25m3/h at 10m",0,0,0,3150,380,yes
KWATPUMCSL02,"KIT, MOTOR PUMP, sludge, diaphragm, diesel, 3"", 15m3/h a 10m",120,91,80,873.6,183,yes
KWATPUMCSP01,"KIT, SPARE PART, pump Lombardini Quiete 15LD350, 2000h",0,0,0,0,0,
KWATPUMCSP02,"KIT, SPARE PART, pump 2"" diesel Hatz 1B30-1, 2000h",0,0,0,0,0,
KWATPUMCSP03,"KIT, SPARE PART, pump 2"" diesel Lister AC1, 2000h",0,0,0,0,0,
KWATPUMCSP04,"KIT, SPARE PART, pump Lombardini Paio 3LD510, 2000h",0,0,0,0,0,
KWATPUMCSP05,"KIT, SPARE PART, pump 3"" diesel Lister AC1, 2000h",0,0,0,0,0,
KWATPUMCSP06,"KIT, SPARE PART, pump 3"" diesel Lister LT1, 2000h",0,0,0,0,0,
KWATPUMCSP07,"KIT, SPARE PART, pump 3"" diesel Hatz 1D41-1, 2000h",0,0,0,0,0,
KWATPUMCSP08,"KIT, SPARE PART, pump Swallow5100Lombardini 15LD350, 2000h",0,0,0,0,0,
KWATPUMCSP09,"KIT, SPARE PART, pump Lombardini Quiete 15LD225, 2000h",0,0,0,0,0,
KWATPUMEDR01,"KIT, PUMP, submersible, dewatering, 2"", low voltage 48V",0,0,0,0,0,
KWATPUMEDR02,"KIT, PUMP, end-suction solid handling, 2"" + 6.5kW Generator",0,0,0,850,200,yes
KWATPUMEDR03,"PUMP, END-SUCTION, Solid Handling, 3"" + 6.5kW Generator",102,86,75,657.9,216,
KWATPUMERW01,"KIT, PUMP + GENSET, subm., for borehole, high flow 25m3/60m",0,0,0,0,0,
KWATPUMERW02,"KIT, PUMP + GENSET, subm., for borehole, med. flow 14m3/110m",0,0,0,0,0,
KWATPUMERW03,"KIT, PUMP + GENSET, subm., for borehole, low flow 6m3/220m",0,0,0,0,0,
KWATPUMERW04,"KIT, PUMP + GENSET, subm., borehole testing, 5m3/h at100m",0,0,0,0,0,
KWATPUMERW05,"KIT, PUMP + GENSET, subm., borehole testing, 7.5m3/h at 60m",0,0,0,0,0,
KWATPUMESE01,"KIT, PUMP, SUBM.sewage, max. 40 m3/h, max.20m + GENSET 6KVA",102,86,76,666.672,224,yes
KWATPUMHAFR1,"KIT, HANDPUMP, AFRIDEV 4"" PUMP",0,0,0,0,0,
KWATPUMHDUB1,"KIT, HANDPUMP, DUBA TROPIC 2 PUMP",0,0,0,0,0,
KWATPUMHHPV100,"KIT, HANDPUMP, VERGNET HPV100 PUMP",0,0,0,0,0,yes
KWATPUMHHPV60,"KIT, HANDPUMP, VERGNET HPV60 PUMP",0,0,0,0,0,yes
KWATPUMHHPVS,"KIT, VERGNET PUMP SPARE PARTS KIT",0,0,0,0,0,
KWATPUMHKAR50,"KIT, HANDPUMP, KARDIA K50 4"" PUMP",0,0,0,0,0,
KWATPUMHKAR65,"KIT, HANDPUMP, KARDIA K65 4"" PUMP",0,0,0,0,0,
KWATPUMHMK2,"KIT, HANDPUMP, INDIA MK II 4"" PUMP",0,0,0,0,0,
KWATPUMHMK3,"KIT, HANDPUMP, INDIA MK III 4"" PUMP",0,0,0,0,0,
KWATPUMHVAN80,"KIT, HANDPUMP, VAN REEKUM SWN 80 PUMP",0,0,0,0,0,yes
KWATPUMHVAN90,"KIT, HANDPUMP, VAN REEKUM SWN 90 PUMP",0,0,0,0,0,yes
KWATRAMP06A,"KIT, WATER TAP STAND, 6 automatic taps",0,0,0,0,0,
KWATRAMP06AP,"KIT, 1 TAPSTAND + PIPEWORK, water and sanit. ERU",0,0,0,0,0,
KWATRAMP06S,"KIT, WATER TAP STAND, 6 self-closing taps",0,0,0,60,40,yes
KWATRAMP06T,"KIT, WATER TAP STAND, 6 taps 1/4 turn",0,0,0,136,54,yes
KWATREPAEPLI,"KIT, REPAIR, for rigid water tank EPDM rubber liners",31,16,23,11.408,3.5,
KWATREPAF01,"KIT, REPAIR, for flexible tank PVC reinforced material",7.5,23,7.5,3,0.5,yes
KWATREPASBFL,"KIT, REPAIR, for SBR layflat hose pipe",41,22,26,23.452,3,
KWATTANKO05,"KIT, WATERTANK, flexible onion, 5 m3, storage",105,65,60,409.5,40,yes
KWATTANKO10,"KIT, WATERTANK, flexible onion, 10 m3, storage",105,67,75,1050,115,yes
KWATTANKO20,"KIT, WATERTANK, flexible onion, 20 m3, storage",0,0,0,1050,148,yes
KWATTANKO30,"KIT, WATERTANK, flexible onion, 30 m3, storage",0,0,0,0,0,
KWATTANKP01,"KIT, WATERTANK, flexible pillow, 1 m3, storage",0,0,0,0,0,
KWATTANKP015,"KIT, WATERTANK, flexible pillow, 1.5 m3, storage",0,0,0,0,0,
KWATTANKP02,"KIT, WATERTANK, flexible pillow, 2m3, storage",0,0,0,0,0,
KWATTANKP03,"KIT, WATERTANK, flexible pillow, 3m3, storage",0,0,0,0,0,
KWATTANKP04T,"KIT, WATERTANK, flexible pillow, 4m3, transport/storage",80,63,58,292.32,46,yes
KWATTANKP05,"KIT, WATERTANK, flexible pillow, 5 m3, storage",0,0,0,220,33,yes
KWATTANKP05T,"KIT, WATERTANK, flexible pillow, 5m3, transport/storage",82,55,53,300,50,yes
KWATTANKP10,"KIT, WATERTANK, flexible pillow, 10m3, storage",0,0,0,450,64,yes
KWATTANKP15,"KIT, WATERTANK, flexible pillow, 15 m3, storage",105,65,60,590,82,yes
KWATTANKR10,"KIT, WATER TANK, 10 m3, rigid, corrugated",0,0,0,1020,310,yes
KWATTANKR10A,"KIT, LINER+ACCESSORIES, for 10m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKR10R,"KIT, CONICAL ROOF, for 10m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKR10S,"KIT, STEEL, for 10m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKR20,"KIT, WATER TANK, 20 m3, rigid, corrugated",0,0,0,0,0,
KWATTANKR45,"KIT, WATER TANK, 45 m3, rigid, corrugated",0,0,0,2820,612,yes
KWATTANKR45A,"KIT, LINER+ACCESSORIES, for 45m3 rigid corrugated watertank",147,76,71,793.212,223,
KWATTANKR45R,"KIT, CONICAL ROOF, for 45m3 rigid corrugated watertank",134,50,62,415.4,77,
KWATTANKR45S,"KIT, STEEL, for 45m3 rigid corrugated watertank",293,52,82,1249.352,252,
KWATTANKR70,"KIT, WATER TANK, 70 m3, rigid, corrugated",0,0,0,2820,765,yes
KWATTANKR70A,"KIT, LINER+ACCESSORIES, for 70m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKR70R,"KIT, CONICAL ROOF, for 70m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKR70S,"KIT, STEEL, for 70m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKR95,"KIT, WATER TANK, 95 m3, rigid, corrugated",0,0,0,3040,901,yes
KWATTANKR95A,"KIT, LINER+ACCESSORIES, for 95m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKR95R,"KIT, CONICAL ROOF, for 95m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKR95S,"KIT, STEEL, for 95m3 rigid corrugated watertank",0,0,0,0,0,
KWATTANKRFI3,"KIT, FITTINGS, 3"", for 3 rigid corrugated water tanks",0,0,0,610,159,yes
KWATTANKRTO1,"KIT, TOOL, for rigid corrugated water tanks",330,30,85,35,7,yes
KWATTOOLPU01,"KIT, TOOL + ENG.OIL, for pumping set up, wat. and sanit. ERU",0,0,0,0,0,
KWATTREACH01,"KIT, CHLORINATION, water and sanitation ERU",0,0,0,0,0,
KWATTREASC01,"KIT, START UP CHEMICALS, water and sanit. ERU",0,0,0,0,0,
KWATTREASETA,"WATER PURIFIER UNIT, 3m3 at 20NTU, transportable",0,0,0,0,0,
KWATTREAUNITTW6,"WATER PURIFIER UNIT, 5.4m3 at 75NTU, transportable",0,0,0,32000,3000,
KWATTREAWT01,"KIT, WATER TESTING EQUIPMENT , water and sanit. ERU",0,0,0,0,0,
KWATWLAB01,"KIT, WATER LAB TEST, bacteriologic, + accessories, Sandberg",86,50,60,258,35,yes
KWATWLAB02,"KIT, WATER LAB TEST, bacteriologic, + accessories, Delagua",0,0,0,14,10,yes
KWATWLAB03,"KIT, WATER LAB TEST, bacteriologic, + accessories, Wagtech",60,46,36,99.36,16.1,yes
KWATWLAB04,"KIT, WATER LAB TEST, bacteriologic, + acc, Wagtech Potakit",0,0,0,0,0,yes
KWATWLABDELA,"KIT, WATER TESTING, ""Delagua"", incubator 37 & 44C",0,0,0,0,0,
KWATWLABPOST,"KIT, STERILIZER, use with water microbio. tests",0,0,0,0,0,
KWATWTUFILT01,"KIT, WATER TREATMENT UNIT, roughing filter tank kit",0,0,0,0,0,
KWATWTUFILT02,"KIT, WATER TREATMENT UNIT, slow sand filter tank Kit",0,0,0,0,0,
LCIDMISC01,Miscellaneous code for adding Group/Family to FSHQ item tree,0,0,0,0,0,
LDICDICO1,"LANGENSCHEIDTS HANDWOERTERBUCH , DEUTSCH/ENGLISH",0,0,0,0,0,
LDICDICO10,PETIT ROBERT DICTIONNAIRE I NOM COMMUN,0,0,0,0,0,
LDICDICO11,PETIT ROBERT DICTIONNAIRE 2 NOM PROPRE,0,0,0,0,0,
LDICDICO12,DICTIONNAIRE DES SYNONYMES Robert7Chazaud,0,0,0,0,0,
LDICDICO13,DIFFICULTES DU FRANCAIS ROBERT,0,0,0,0,0,
LDICDICO14,ROBERT & COLLINS FRENCH/ENGLISH & ENG/FRE,27,7,20.5,3.8745,2.68,
LDICDICO15,ROBERT & COLLINS DE POCHE FRANCAIS/ANGLAIS,0,0,0,0,0,
LDICDICO16,ENGLISH/PORTUGAIS COLLINS OU CASSEL'S,0,0,0,0,0,
LDICDICO17,OXFORD CONCISE DICTIONARY,0,0,0,0,0,
LDICDICO18,OXFORD CONCISE ENGLISH/ARABIC & ARABIC/ENGLISH,0,0,0,0,0,
LDICDICO19,DICTIONNAIRE FRANCAIS /RUSSE,0,0,0,0,0,
LDICDICO2,ROBERT & COLLINS DEUTSCH/ENGLISH,0,0,0,0,0,
LDICDICO20,DICTIONNAIRE ENGLISH/RUSSIAN,0,0,0,0,0,
LDICDICO21,FRENCH TECHNICAL DICTIONARY FRANCAIS/ANGLAIS (TOME 1),0,0,0,0,0,
LDICDICO22,FRENCH TECHNICAL DICTIONARY FRANCAIS/ANGLAIS (TOME 2),0,0,0,0,0,
LDICDICO23,DICTIONNAIRE ESPAGNOL/ESPAGNOL (EDITIONS S.G.E.L.),0,0,0,0,0,
LDICDICO24,HARRAP'S NEW SHORTER FRANCAIS/ENGLISH,0,0,0,0,0,
LDICDICO25,DICTIONARY FRENCH/ARABIC & ARABIC/FRENCH,14,6,11,0.924,0.55,
LDICDICO3,PETIT LAROUSSE ILLUSTRE,23.5,7.5,16,2.82,2.52,
LDICDICO4,LAROUSSE (SATURNE) FRANCAIS /ESPAGNOL,0,0,0,0,0,
LDICDICO5,LAROUSSE (APOLLO) FRANCAIS/ITALIANO,0,0,0,0,0,
LDICDICO6,LAROUSSE (APOLLO) FRANCAIS /PORTUGAIS,0,0,0,0,0,
LDICDICO7,OXFORD ADVANCED LEARNER'S DICTIONARY OF CURRENT ENGLISH,0,0,0,0,0,
LDICDICO8,ROBERT &COLLINS FRANCAIS/ESPAGNOL,0,0,0,0,0,
LDICDICO9,DICTIONNAIRE AMHARIC/ENGLISH by Kane Ed. Harrassovitz,0,0,0,0,0,
LHABBUILCLEN,Climate reposnsive building in Trop.S/Trop regions 1993-SKAT,0,0,0,0,0,
LHABBUILILEN,Illustrated techn. German for builders 1981-BAUVERLAG,0,0,0,0,0,
LHABBUILMAEN,Appropriate building material 1997-SKAT/IT,23.5,3,15.7,1.1069,0.66,
LHABBUILMAFR,Materiaux de construction appropries 1997-SKAT/IT,22,2.5,16,0.88,0.6,
LHABBUILMASP,Materiales de construccion appropriados 1997 SKAT/IT,0,0,0,0,0,
LHABDICOFREN,ARCHITECTURE ET CONSTRUCTION ENG/FR-LAVOISIER,0,0,0,0,0,
LHABENERSOFR,LE SOLEIL POUR TOUS (R.BRUCKERT)-1980,0,0,0,0,0,
LHABENGIFOFR,FORTEC FORMULAIRE TECH. 1992-EDITEC,0,0,0,0,0,
LHABENGISCEN,ENVIRONMENTAL SCIENCE (KAREN ARMS) 1993,0,0,0,0,0,
LLOGCATAB1,"CATALOG: Emergency items catalogue 2004, 3 Volumes +CD",31.5,6,23,4.347,2.2,
LLOGCATAB3,"CATALOG: Emergency items, 3rd edition 2009, 3 Volumes + CD",21,9,15,2.835,2,
LLOGCATACD,"CATALOG: Emergency items catalogue 2004, CD-ROM",14.3,1,12.5,0.1788,0.08,
LLOGCATACD3,"CATALOG: Emergency items, 3rd edition 2009, CD-ROM",14,1,13,0.182,0.002,
LLOGCOLCCMEN,COLD CHAIN: THE LOGISTICS OF VACCINATION; MSF,0,0,0,0,0,
LLOGCOLCCMFR,COLD CHAIN: LOG. APPLIQUEE A LA CHAINE DE FROID; MSF,21.3,2,16,0.6816,0.2,
LLOGHANBCD04,"LOGISTICS FIELD MANUAL, 2004 edition, cd-rom",14.1,1,13.5,0.1904,0.0931,
LLOGHANBIF07,"LOGISTICS STANDARDS, IFRC, up-to-date edition, cd-rom",0,0,0,0,0,
LLOGHANBMA04,"LOGISTICS FIELD MANUAL, 2004 edition, book",21,3.5,15,1.1025,0.8,
LLOGIATADGRCK11,IATA DGR - Dangerous goods compliance kit (English) - 2011,31,10,23,7.13,2.2,
LLOGIATADGRTC11,IATA DGR - Trousse conformité marchandises danger. -Fr. 2011,31,8,25,6.2,2.15,
LLOGIATAMCEN,IATA Manual DGR - CD,14,1,12,0.0026,0.05,
LLOGIATAMDEN,"IATA Manual DGR, english",28,4,21,2.352,1.65,
LLOGIATAMDEN11,IATA Manual DGR - Dangerous goods regulation - English -2011,28,5,21,2.94,1.55,
LLOGIATAMDFR11,IATA Manuel DGR - Transport matières dangereuses - Fr. -2011,28,5,21,2.94,1.7,
LMAPEUMOME,"EURAMO MAP, Middle East",0,0,0,0,0,
LMEDANEADHEN,Anaesthesia at the District Hospital; WHO,30,1.2,21,0.756,0.62,
LMEDANEAPAEN,"Primary Anaesthesia; M:King, edition 1996",29.7,1.2,21.2,0.7556,0.42,
LMEDDETNMTFR,"DETENTION: MED. TORTIONNAIRES MED. RESISTANTS; Amnesty, 1989",0,0,0,0,0,
LMEDDETNTCEN,"DETENTION: TORTURE AND ITS CONSEQ. ...; M. Basoglu, C.U.P.",22.8,3.2,15.3,1.1163,0.86,
LMEDDICOOXEN,OXFORD CONCISE MEDICAL DICTIONARY,19.5,3.7,13,0.938,0.54,
LMEDDICOTMFR,DICTIONNAIRE DES TERMES DE MEDECINE (Garnier - Delamare),18,3,12,0.648,0.48,
LMEDEMCYABEN,"ABC of Major Trauma, Accidents and Emergency",29.8,1.7,21,1.0639,0.7,
LMEDEMCYCDEN,"Communicable disease control in emergen: a field manual, WHO",0,0,0,0,0,
LMEDEMCYHEEN,Handbook for emergencies; HCR,24,3.5,16.5,1.386,1,
LMEDEMCYHEFR,Manuel des Situations d'Urgence; HCR,24.5,1.5,16.3,0.599,0.44,
LMEDEMCYHESP,EMERGENCY: MANUAL PARA SITUACIONES DE URGENCIAS; ACNUR,0,0,0,0,0,
LMEDEMCYHUDFR,"Entre urgence et developpement, Pirotte & Husson",22,2,13.5,0,0.35,
LMEDEMCYIAEHKEN,The Interagency Emergency Health Kit 2006,29.5,0.7,21,0.4337,0.36,
LMEDEMCYIBEN,"Treatment guidelines for IEHK Basic Unit users, English",0,0,0,0,0,
LMEDEMCYIBFR,Kit Sanitaire d'urgence Inter-institutions-Principes direct.,30,7,21,4.41,0.35,
LMEDEMCYIBSP,El Botiquin medico Interinstit. de Emerg.-Directrices inter.,30,7,21,4.41,0.35,
LMEDEMCYMCEN,"Manual, health care of children in humanitarian emerg., WHO",0,0,0,0,0,
LMEDEMCYMCFR,"Manuel prise en charge d.enfants en situat.d'urg.human., WHO",0,0,0,0,0,
LMEDEMCYNDEN,"Natural Disasters, Protecting the Public Health; PAHO",0,0,0,0,0,
LMEDEMCYNHKFR,Le nouveau kit sanitaire d'urgence 98,0,0,0,0,0,
LMEDEMCYRHAPEN,"Rapid health assessment protocols for emergencies, WHO 1999",0,0,0,0,0,
LMEDEMCYSPAR,"Humanitari.chart._mini.standards_disast.resp./Sphere, arabic",0,0,0,0,0,
LMEDEMCYSPEN,Humanitarian.chart._ mini.standards_disast.resp./Sphere 2004,21,2.5,15,0.7875,0.52,
LMEDEMCYSPFR,Charte humanit._norm.mini.Intervent.catastrophes/Sphere 2004,0,0,0,0,0,
LMEDEMCYSPRU,Humanitari.chart._mini.standards_disast.resp./Sphere-russian,0,0,0,0,0,
LMEDEMCYSPSP,Carta humanit_norm.míni.respuesta hum.casos_desastre/Sphere,0,0,0,0,0,
LMEDEMCYTGEN,Treatment Guidelines for NEHK; IDA,0,0,0,0,0,
LMEDEMCYTVEN,"A Toolkit for Volunteers, ARCHI 2000; IFRC",0,0,0,0,0,
LMEDEPIDMEEN,Manual of Epidemiology for District Health Management;WHO,30,1,21,0.63,0.55,
LMEDFAIDBREN,Basic rules of humanitarian law for RC first aiders; IFRC,21,0.2,14.7,0.0617,0.04,
LMEDFAIDCATEN,First Aid in the Community for Trainers in ASIA; IFRC,0,0,0,0,0,
LMEDFAIDCTEN,First Aid in the Community for Trainers in Africa;IFRC,29.8,1.8,22.5,1.2069,0.74,
LMEDFAIDCTFR,"Premiers secours dans la communité, manuel p. formateurs",29.8,1.8,22.5,1.2069,0.74,
LMEDFAIDHGCD,"Guide lines on first aid and HIV/AIDS, CD, ar/en/fr/sp; IFRC",12.5,0.1,12.5,0.0156,0.02,
LMEDFAIDHGEN,Guide lines on first aid and HIV/AIDS; IFRC,20.9,0.2,14.7,0.0614,0.04,
LMEDFAIDHGFR,Lignes directrices sur les prem. secours et VIH/SIDA; IFRC,20.9,0.2,14.7,0.0614,0.04,
LMEDFAIDHGSP,Directrices sobre los primeros auxilios y el VIH/SIDA; IFRC,20.9,0.2,14.7,0.0614,0.04,
LMEDFAIDMAVEN,First Aid in the Community for Volunteers in Asia; IFRC,0,0,0,0,0,
LMEDFAIDMSFR,Manuel de secourisme; Croix-Rouge Francaise,21,0.6,14.6,0.184,0.16,
LMEDFAIDMVEN,First Aid in the Community for Volunteers in Africa; IFRC,0,0,0,0,0,
LMEDFAIDMVFR,"Premiers secours dans la communité, manuel p. volontaires",0,0,0,0,0,
LMEDFAIDSAEN,"Staying alive. Safety and security guidelines, ICRC",18,1,11.5,0.207,0.16,
LMEDHEALAAEN,Atlas of Anatomy; Grant's,0,0,0,0,0,
LMEDHEALAGEN,"Antenatal guidelines for PHC in crisis conditions, ICRC",0,0,0,0,0,
LMEDHEALAGENC,"CD.Antenatal guidelines for PHC in crisis conditions, ICRC",12.5,0.5,12.5,0.0781,0.04,
LMEDHEALAHEN,"Atlas of Human Anatomy, Netter",28.5,3,22.5,1.9238,2.18,
LMEDHEALCAEN,A colour Atlas of Human Anatomy; McMinn & al,0,0,0,0,0,
LMEDHEALCCEN,Control of Communicable Diseases Manual;Chin,17.5,3.3,11.2,0.6468,0.44,
LMEDHEALCFEN,Contraception; Elomaa & al,0,0,0,0,0,
LMEDHEALCGEN,Clinical Guidelines;MSF,21,2,15,0.63,0.5,
LMEDHEALCGFR,Guide clinique et therapeutique;MSF,21,1.7,15,0.5355,0.46,
LMEDHEALCGSP,Guia clinica e terapeutica;MSF,21,1.7,15,0.5355,0.46,
LMEDHEALCMRAR,"Clinical management of rape survivors, rev.edit, WHO, arabic",0,0,0,0,0,
LMEDHEALCMREN,"Clinical management of rape survivors, revised edit, WHO",30,0.5,21,0,0.25,
LMEDHEALCMRFR,"Gestion clinique des victimes de viols, edit revisee, OMS",30,0.5,21,0,0.25,
LMEDHEALCPEN,Care of the Critically ill Patient; Watters,0,0,0,0,0,
LMEDHEALCWEN,"Community Health Worker's Manual; E.Wood, AMREF",29.7,2.5,20.5,1.5221,1,
LMEDHEALDADEN,"Acute diarroeal Diseases_complex emerg.: critical steps, WHO",21.5,0.002,17,0.0007,0.05,
LMEDHEALDADFR,Maladies_diarrh.aiguës _situat._urg.compl.:MESUR.ESSENT.-OMS,21.5,0.002,17,0.0007,0.03,
LMEDHEALDCMEN,"Clinical management of acute diarrhoea, WHO/UNICEF",0,0,0,0,0,
LMEDHEALDCMFR,"Prise en charge clinique de la diarrhée aiguë, OMS/UNICEF",0,0,0,0,0,
LMEDHEALDFSEN,"First steps for managing a.outbreak of acute diarrhoea, WHO",21.5,0.3,17,0,0.5,
LMEDHEALDFSFR,Premieres etapes_ prise en charge_flambee_diarrhee aiguë-OMS,21.5,0.002,17,0.0007,0.05,
LMEDHEALDTGEN,"Diarrhoea treatment, guidel.for clinic based h.workers, MOST",0,0,0,0,0,
LMEDHEALDTGFR,"Recommandation_prise en charge clinique_cas de diarrhee, WHO",30,1,22,0.66,0.15,
LMEDHEALDTMEN,"Diarrhoea treatment, manual for physician & senior h.w, WHO",0,0,0,0,0,
LMEDHEALEAEN,Essential clinical  Anatomy; Moore/Agur,27.6,2,21.3,1.1758,1.28,
LMEDHEALFPEN,"Family planning, a global handbook for providers, WHO",30,2,23,1.38,1,
LMEDHEALFPFR,"Planification familiale, manuel, prestataires de servi., OMS",0,0,0,0,0,
LMEDHEALGCEN,THE GROWTH CHART; WHO,0,0,0,0,0,
LMEDHEALHAEN,"HIV/AIDS, Home Care Training; IFRC",0,0,0,0,0,
LMEDHEALHAGEN,"GUIDELINES_ HIV/AIDS interventions_emergency settings, IASC",0,0,0,0,0,
LMEDHEALHAGFR,"DIRECTIVES intervent.relative_VIH/SIDA_situations urg., IASC",21,0.8,15,0,0.2,
LMEDHEALHAIAR,"HIV, Health and your community, arabic",0,0,0,0,0,
LMEDHEALHBEN,Human Body;DK,16,3,14,0.672,0.7,
LMEDHEALHCMEN,"Oxford Handbook of Clinical medicine, sixth edit.",18.7,2.7,11,0.5554,0.44,
LMEDHEALHCSEN,"Oxford Handbook of Clinical Specialities, 7th Edition",18.5,2.9,11,0.5902,0.44,
LMEDHEALHDEN,Towards a Healthy District;WHO,0,0,0,0,0,
LMEDHEALHEEN,Care and Safe Use of Hospital Equipment;VSO,30,1,22,0.66,0.75,
LMEDHEALHHAR,"Helping Health Workers Learn; D:Werner, arabic",0,0,0,0,0,
LMEDHEALHHEN,Helping Health Workers Learn; D:Werner,24.8,2.3,17.3,0.9868,0.72,
LMEDHEALHHPO,Apprendendo e ensinando a cuidar da saude;D.Werner,26.5,2,18.7,0.9911,0.64,
LMEDHEALHHSP,Apprendiendo a promover la salud; D.Werner,24.8,2.3,17.3,0.9868,0.72,
LMEDHEALHRWEN,"Rapid advise antiretrov.drug.pregnan.women_HIV infants., WHO",0,0,0,0,0,
LMEDHEALHRWFR,"Rec.rapid.utilisa.antirétrovi.femme enceinte_VIH enfant, OMS",0,0,0,0,0,
LMEDHEALHRWRU,"Rapid advise antiretrov.drug.pregn.wom._HIV infa., WHO-russ.",0,0,0,0,0,
LMEDHEALIPEN,"Immunisation in Practice, a guide for health staff, WHO",29.7,3,23.5,2.0939,1,
LMEDHEALIPFR,"Vaccination pratiq.guide à usage d.person.d.santé, 2004, WHO",30,2.5,23,0,1.1,
