Name,Organisation,Facility,Facility Type,Type,Catalog,Category,Item Name,Brand,Purchase Date,Building,Address,Postcode,Country,L1,L2,L3,Lat,Lon
3085,Western Colorado,Western Colorado,,ERV,Default,Vehicles,ERV,,2006,,506 Gunnison Avenue,81501,US,Colorado,Mesa,Grand Junction,39.0733999982,-108.5643
3086,Capital Region,Capital Region Chapter,,ERV,Default,Vehicles,ERV,,2006,,1565 Exposition Boulevard,95815,US,California,Sacramento,Sacramento,38.5960999988,-121.434799999
3087,Ventura County,Ventura County,,ERV,Default,Vehicles,ERV,,2006,,836 Calle Plano,93010,US,California,Ventura,Camarillo,34.1986000017,-119.0077
3088,Greater Salt Lake Area,Greater Salt Lake Area,,ERV,Default,Vehicles,ERV,,2006,Suite 200,555 East 300 South,84102,US,Utah,Salt Lake,Salt Lake City,40.7599000002,-111.8637
3089,Benton-Franklin County,Benton-Franklin County,,ERV,Default,Vehicles,ERV,,2006,,7202 West Deschutes Avenue,99336,US,Washington,Snohomish,Kennewick,47.9902999994,-122.1996
3090,San Diego-Imperial Counties,San Diego-Imperial Counties,,ERV,Default,Vehicles,ERV,,2006,,3950 Calle Fortunada,92123,US,California,San Diego,San Diego,32.8137000017,-117.123399999
3091,Snohomish County,Snohomish County,,ERV,Default,Vehicles,ERV,,2006,,2530 Lombard Avenue,98201,US,Washington,King,Everett,47.5989999995,-122.3264
3092,American Red Cross of Silicon Valley,American Red Cross of Silicon Valley,,ERV,Default,Vehicles,ERV,,2006,,2731 N 1st Street,95134,US,California,Santa Clara,San Jose,37.3904000001,-121.9322
3093,Mount Rainier,Mount Rainier,,ERV,Default,Vehicles,ERV,,2006,,1235 S Tacoma Way,98409,US,Washington,Pierce,Tacoma,47.2111999986,-122.482099999
3094,American Red Cross in Southwestern New Mexico,American Red Cross in Southwestern New Mexico,,ERV,Default,Vehicles,ERV,,2006,,1301 E Griggs Ave,88001,US,New Mexico,Bernalillo,Las Cruces,35.0715,-106.579100002
3095,Grand Canyon,Grand Canyon,,ERV,Default,Vehicles,ERV,,2006,,6135 N Black Canyon Highway,85015,US,Arizona,Maricopa,Phoenix,33.5263999999,-112.111600001
3096,Mount Baker,Mount Baker,,ERV,Default,Vehicles,ERV,,2007,,2111 King Street,98225,US,Washington,Spokane,Bellingham,47.6964999999,-117.448100001
3097,Northern Nevada,Northern Nevada,,ERV,Default,Vehicles,ERV,,2007,,1190 Corporate Blvd,89502,US,Nevada,Clark,Reno,36.0769999993,-115.167199999
3098,Southern Nevada,Southern Nevada,,ERV,Default,Vehicles,ERV,,2007,Suite 206B,1771 E Flamingo Rd,89119,US,Nevada,Washoe,Las Vagas,39.4948999992,-119.749499999
3099,Oregon Pacific,Oregon Pacific,,ERV,Default,Vehicles,ERV,,2008,,862 Bethel Drive,97402,US,Oregon,Deschutes,Eugene,44.0993000008,-121.2863
3100,Southern Oregon,Southern Oregon,,ERV,Default,Vehicles,ERV,,2008,,60 Hawthorne Street,97504,US,Oregon,Garfield,Medford,36.3949999995,-97.9547000008
3101,Southwest Washington,Southwest Washington,,ERV,Default,Vehicles,ERV,,2008,,3114 E 4th Plain Blvd,98661,US,Washington,King,Vancouver,47.5989999995,-122.3264
3102,American Red Cross of Northeastern California,American Red Cross of Northeastern California,,ERV,Default,Vehicles,ERV,,2008,,2125 E Onstott Road PO Box 142,95991,US,California,Sutter,Yuba City,39.1607999991,-121.634799998
3103,"Sonoma, Mendocino and Lake Counties","Sonoma, Mendocino and Lake Counties",,ERV,Default,Vehicles,ERV,,2008,,5297 Aero Drive,95403,US,California,Sonoma,Santa Rosa,38.5100999997,-122.765
3104,Kern,Kern,,ERV,Default,Vehicles,ERV,,2008,,5035 Gilmore Avenue PO Box 1226,93302,US,California,Kern,Bakersfield,35.3894000015,-119.058200002
4023,American Red Cross of Central Texas,Austin,,SERV,Default,Vehicles,SERV,,2000,Suite 140,6406 Burleson Road,78744,US,Texas,Travis,Austin,,
4026,Northern Nevada,Reno DFSC,,SERV,Default,Vehicles,SERV,,2000,,450 Parr Blvd,89512,US,Nevada,Sullivan,Reno,,
4028,American Red Cross Saint Louis Area,SU,,SERV,Default,Vehicles,SERV,,2002,,4300 Planned Industrial,63120,US,Missouri,Saint Louis,St Louis,,
4702,American Red Cross of Central Texas,Austin,,Passenger,Default,Vehicles,Passenger,Pathfinder,1997,Suite 140,6406 Burleson Road,78744,US,Texas,Travis,Austin,36.5298999993,-82.5725000015
4702,South Mississippi,Hattiesburg Office,,Passenger,Default,Vehicles,Passenger,Forester,2008,,2020 Hardy Street,39401,US,Mississippi,Forrest,Hattiesburg,31.3246999,-89.3218576
4703,American Red Cross in the National Capital Region,Prince William County,,ERCV,Default,Vehicles,ERCV,Ford,2000,,9934 Liberia Avenue,20110,US,Virginia,Manassas,Manassas,38.7465999984,-77.4891000015
4705,Grand Canyon,Grand Canyon,,ERCV,Default,Vehicles,ERCV,Ford,2000,,6135 N Black Canyon Highway,85015,US,Arizona,Maricopa,Phoenix,33.5251999979,-112.1118
4706,Greater Kansas City,Greater Kansas City,,ERCV,Default,Vehicles,ERCV,Ford,2000,,211 W Armour Boulevard,64111,US,Missouri,Jackson,Kansas City,39.0638,-94.5881000009
4707,Greater Houston Area,Greater Houston Area,,ERCV,Default,Vehicles,ERCV,Ford,2000,,2700 SW Freeway,77098,US,Texas,Nueces,Houston,27.7745000009,-97.3986000011
4708,Metropolitan Atlanta,Metropolitan Atlanta,,ERCV,Default,Vehicles,ERCV,Ford,2000,,1955 Monroe Drive NE,30324,US,Georgia,Fulton,Atlanta,33.8079000006,-84.3753999993
4709,Inland Northwest,Inland Northwest,,ERCV,Default,Vehicles,ERCV,Ford,2000,,315 W Nora Avenue,99205,US,Washington,Spokane,Spokane,47.6964999999,-117.448100001
4710,Louisville Area,Bullitt & Spencer Counties,,ERCV,Default,Vehicles,ERCV,Ford,2000,P.O. Box 665,200 Saltwell Court,40165,US,Kentucky,Bullitt,Shepherdsville,37.9958129,-85.7247146
4712,Capital Region,Capital Region Chapter,,ERCV,Default,Vehicles,ERCV,GMC,2000,,1565 Exposition Boulevard,95866,US,California,Sacramento,Sacramento,38.5956000016,-121.434599999
4715,Greater Carolinas,Greater Carolinas,,ERCV,Default,Vehicles,ERCV,GMC,2002,,2425 Park Road,28203,US,North Carolina,Mecklenburg,Charlotte,35.1979530017,-80.8517367072
4716,Connecticut,Connecticut,,ERCV,Default,Vehicles,ERCV,GMC,2002,,209 Farmington Avenue,6032,US,Connecticut,Hartford,Farmington,41.7380000017,-72.7932000008
4717,Mile High,Colorado-Wyoming Region,,ERCV,Default,Vehicles,ERCV,Ford,2002,,444 Sherman Street,80203,US,Colorado,Denver,Denver,39.7229341024,-104.984944213
4722,National Headquarters,National Headquarters,,Passenger,Default,Vehicles,H1,,2006,,2025 E Street NW,20006,US,District of Columbia,District of Columbia,Washington,38.8960000015,-77.0455
4723,National Headquarters,National Headquarters,,Passenger,Default,Vehicles,H3,,2008,,2025 E Street NW,20006,US,District of Columbia,District of Columbia,Washington,38.8960000015,-77.0455
5014,American Red Cross of Alaska,Juneau,,Passenger,Default,Vehicles,4x4,Ford,1994,Suite 2,3225 Hospital Drive,99801,US,Alaska,Juneau,Juneau,58.3295999991,-134.468199998
5031,National Headquarters,National Headquarters,,Passenger,Default,Vehicles,Passenger,BMW,2001,,2025 E Street NW,20006,US,District of Columbia,District of Columbia,Washington,38.8960000015,-77.0455
5032,National Headquarters,National Headquarters,,Passenger,Default,Vehicles,Passenger,BMW,2001,,2025 E Street NW,20006,US,District of Columbia,District of Columbia,Washington,38.8960000015,-77.0455
5036,National Headquarters,National Headquarters,,Passenger,Default,Vehicles,Passenger,Forester,2008,,2025 E Street NW,20006,US,District of Columbia,District of Columbia,Washington,38.8960000015,-77.0455
