Name,Comments,Type,SubType,SubSubType,Address,Postcode,L3,L2,L1,Opening Times,Phone,Organisation,Website,KV:OBJECTID,KV:post_id,Lat,Lon
Mirae Bank,,Private Industry,Banking and Finance,Bank Main Offices,3255 Wilshire Boulevard,90010,Los Angeles,Los Angeles County,California,,213-427-7900,Mirae Bank,,5693,5810,34.0622682,-118.2929535
Golden Coast Bank,,Private Industry,Banking and Finance,Bank Main Offices,850 Long Beach Boulevard,90813,Long Beach,Los Angeles County,California,,562-216-6388,Golden Coast Bank,,5694,5811,33.7775585,-118.1889882
Casa de Los Angelitos,The agency operates a maternity home for women age 18 and older.,Community Groups,Volunteer Opportunities,,954 Koleeta Dr.,90710,Harbor City,Los Angeles County,California,"Monday through Sunday, 24 hours per day.","FAX (310) 325-8217, Service/Intake and Administration (310) 325-8208",Mission of Casa de Los Angelitos,www.casadelosangelitos.org,45,604,33.803532,-118.292348
DIGNITY Los Angeles,The agency provides personal enrichment services for people of all ages.,Community Groups,Community Organizations,,126 S. Ave. 64,90042,Los Angeles,Los Angeles County,California,,Service/Intake (323) 344-8064,DIGNITY Los Angeles,www.dignitylosangeles.org,136,678,34.113639,-118.181761
Korean Resource Center,"The agency provides advocacy, community action groups, education services, and health insurance.",Community Groups,Community Organizations,,900 Crenshaw Blvd.,90019,Los Angeles,Los Angeles County,California,"Monday through Thursday, 9:00am to 5:00pm.",Service/Intake (323) 937-3718,Korean Resource Center,www.krcla.org,234,775,34.056122,-118.321998
Impacto Leadership Challenge - Elementary School Component Site,"The agency provides business services, child care, community services, homeless support services, shelter for homeless, volunteer opportunities and youth services to low-income people in the Spanish-speaking community of East Los Angeles.",Community Groups,Volunteer Opportunities,,1300 Plaza Del Sol,90033,Los Angeles,Los Angeles County,California,"Monday through Friday, 1:30pm to 6:00pm.","Service/Intake (323) 881-0024, Impacto Elementary Component Service/Intake (323) 269-7552",Proyecto Pastoral,www.proyectopastoral.org,246,783,34.048544,-118.225636
Impacto Leadership Challenge - Junior/High School College Prep. Component Site,"The agency provides business services, child care, community services, homeless support services, shelter for homeless, volunteer opportunities and youth services to low-income people in the Spanish-speaking community of East Los Angeles.",Community Groups,Volunteer Opportunities,,135 N. Mission Rd.,90033,Los Angeles,Los Angeles County,California,"Monday through Friday, 2:00pm to 7:00pm.","Service/Intake (323) 881-0024, Impacto After School Program Service/Intake (323) 881-0006",Proyecto Pastoral,www.proyectopastoral.org,251,784,34.048871,-118.227871
Little Tokyo Service Center - A Community Development Corporation,"The agency provides child care, counseling services, services for older adults and youth services for Japanese immigrants and Japanese-Americans in Los Angeles County.",Community Groups,Community Organizations,,231 E. Third St.,90013,Los Angeles,Los Angeles County,California,,"Administrative (213) 473-3030, FAX (213) 473-3031, Child Care Programs Information Only (213) 473-1699, Head Start Program Information Only (213) 481-0227, Service/Intake (213) 473-3035, Japanese Students Hotline Hotline/Talkline/Warmline (213) 473-163",Little Tokyo Service Center,www.ltsc.org,327,810,34.048458,-118.244317
Salvation Army Corps Community Center - El Centro,The agency provides counseling services and recreational programs for people who live in central Los Angeles.,Community Groups,Community Organizations,,906 Francisco St,90015,Los Angeles,Los Angeles County,California,,Service/Intake (213) 896-9178,Salvation Army,www.salvationarmy-socal.org,375,838,34.04686118,-118.2647376
"Maple Counseling Center, The",The agency provides counseling services and volunteer opportunities for people of all ages who live or work in Beverly Hills and adjacent areas.,Community Groups,Volunteer Opportunities,,9107 Wilshire Blvd.,90210,Beverly Hills,Los Angeles County,California,,"Crisis Response Team Administrative (310) 854-8996, Mary Monreal - Volunteer Opportunities Service/Intake and Administration (310) 271-9999 Ext.224, FAX (310) 247-4910, Service/Intake and Administration (310) 271-9999",The Maple Counseling Center,www.tmcc.org,382,842,34.067385,-118.390318
Grandparents As Parents Inc,The agency provides counseling services through therapy/support groups and information and referral for grandparents or any relative caregivers who live in Los Angeles County.,Community Groups,Community Organizations,,22048 Sherman Way,91303,Canoga Park,Los Angeles County,California,,"Corporate Office Administrative (818) 264-0880, Caregiver Center Edelman Children's Court Service/Intake (323) 526-6553, Service/Intake (562) 421-7991, Service/Intake (310) 839-2548, Service/Intake (818) 789-1177",Grandparents as Parents,www.grandparentsasparents.org,407,864,34.200883,-118.606994
Meet Each Need With Dignity - Mend,"The agency provides education services, emergency food, employment services, health services, holiday assistance, household goods, and personal goods for low-income people who live in the northeast part of the San Fernando Valley.",Community Groups,Volunteer Opportunities,,10641 N. San Fernando Rd.,91331,Pacoima,Los Angeles County,California,,"FAX (818) 897-0128, Service/Intake (818) 896-0246, Dental Clinic Direct Line Service/Intake (818) 686-7355, Information Only (818) 897-2443, Front Desk Service/Intake and Administration (818) 686-7300",MEND Poverty,www.mendpoverty.org,490,902,34.263288,-118.419329
