Organisation,Branch,SubBranch,SubSubBranch,Type,Region,Country
Malagasy Red Cross Society,Atsimo Andrefana,Ampanihy Ouest,Belafike Haut,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ampanihy Ouest,Beroy Atsimo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ampanihy Ouest,Ejeda,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ampanihy Ouest,Fotadrevo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ampanihy Ouest,Gogogogo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ampanihy Ouest,Itampolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ampanihy Ouest,Maniry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ampanihy Ouest,Vohitany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ankazoabo,Andranomafana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ankazoabo,Ankazoabo Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ankazoabo,Berenty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ankazoabo,Fotivolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ankazoabo,Ilemby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Ankazoabo,Tandrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Benenitra,Ambalavato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Benenitra,Benenitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Benenitra,Ehara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Benenitra,Ianapera,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Beroroha,Behisatsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Beroroha,Bemavo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Beroroha,Beroroha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Beroroha,Fanjakana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Beroroha,Mandronarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Beroroha,Marerano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Beroroha,Sakena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Beroroha,Tanamary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Ambatry Mitsinjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Andranomangatsiaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Ankazomanga Ouest,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Ankazombalala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Ankilivalo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Antohabato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Antsavoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Beantake,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Belamoty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Besely,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Betioky Atsimo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Bezaha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Fenoandala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Lazarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Manalobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Maroarivo Ankazomanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Marosavoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Masiaboay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Montifeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Sakamasay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Salobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Soamanonga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Soaserana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Tameantsoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Tanambao Haut,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Tongobory,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Betioky Atsimo,Vatolatsaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Morombe,Ambahikily,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Morombe,Antanimieva,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Morombe,Antongo Vaovao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Morombe,Basibasy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Morombe,Befandefa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Morombe,Befandriana Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Morombe,Cu Morombe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Morombe,Nosy Ambositra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Ambinany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Amboronabo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Andamasiny Vineta,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Andranolava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Bereketa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Mahaboboka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Miary Lamatihy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Miary Taheza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Mihavatsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Mikoboka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Mitsinjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Sakaraha,Sakaraha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara I,Besakoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara I,Betania,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara I,Mahavatse I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara I,Mahavatse II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara I,Tanambao I,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara I,Tanambao II Tsf Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Ambohimahavelona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Ambolofoty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Anakao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Analamisampy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Andranohinaly,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Andranovory,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Ankililoaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Ankilimalinike,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Antanimena Onilahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Beheloka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Behompy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Belalanda,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Betsinjaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Manombo Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Manorofify,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Marofoty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Maromiandra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Miary Ambohibola,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Milenaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Mitsinjo Betanimena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Saint Augustin,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Soalara Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Andrefana,Toliara II,Tsianisiha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Befotaka,Antaninarenina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Befotaka,Antondabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Befotaka,Befotaka Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Befotaka,Beharena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Befotaka,Bekofafa Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Befotaka,Marovitsika Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Befotaka,Ranotsara Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Ambalatany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Ambalavato Antevato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Ambalavato Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Ambohigogo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Ambohimandroso,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Amporoforo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Ankarana Miraihina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Anosivelo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Anosy Tsararafa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Antseranambe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Beretra Bevoay,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Efatsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Etrotroka Atsimo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Evato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Farafangana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Fenoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Iabohazo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Ihorombe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Ivandrika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Mahabo Mananivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Mahafasa Centre,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Mahavelo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Maheriraty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Manambotra Atsimo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Marovandrika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Namohora Iaborano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Sahamadio,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Tangainony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Tovona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Vohilengo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Vohimasy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Farafangana,Vohitromby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Midongy Atsimo,Andranolalina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Midongy Atsimo,Ankazovelo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Midongy Atsimo,Ivondro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Midongy Atsimo,Maliorano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Midongy Atsimo,Nosifeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Midongy Atsimo,Soakibany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Ambatolava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Ambongo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Amparihy Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Ampasimalemy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Ampataka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Anilobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Bekaraoky,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Bema,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Bevata,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Fenoambany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Iara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Isahara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Karimbary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Lohafary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Lopary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Manambondro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Marokibo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Masianaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Matanga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Ranomena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Sandravinany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Soamanova,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Tsianofana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Tsiately,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Vangaindrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Vatanato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Vohimalaza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Vohipaho,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vangaindrano,Vohitrambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Ambohimana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Anandravy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Andakana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Antokonala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Iamonta,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Ivato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Karianga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Mahatsinjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Mahavelo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Mahazoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Manambidala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Manato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Moroteza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Vohiboreka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Vohimary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsimo Atsinanana,Vondrozo,Vondrozo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Antanambao Manampontsy,Antanambao Manampontsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Antanambao Manampontsy,Antanandehibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Antanambao Manampontsy,Mahela,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Antanambao Manampontsy,Manakana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Antanambao Manampontsy,Saivaza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Ambalarondra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Ambinaninony,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Ambohimanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Ampasimbe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Andekaleka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Andovoranto,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Anivorano Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Anjahamana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Brickaville,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Fanasana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Fetraomby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Lohariandava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Mahatsara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Maroseranana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Ranomafana Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Vohipeno Razanaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Brickaville,Vohitranivona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Ambinanidilana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Ambinanindrano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Ambodibonara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Ambodiharina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Ankazotsifantatra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Befotaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Betsizaraina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Mahanoro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Atsinanana,Mahanoro,Manjakandriana,Red Cross / Red Crescent,Indian Ocean,MG
